 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:   3. 5.    Time:  10:58:48
 Units: L = cm   , T = days , M = mmol 


    TLevel      Time          dt      Iter    ItCum  KodT  KodB  Convergency
      424  0.3116729E+02  0.39374E-01    2      971    -4    -5     T
      425  0.3121847E+02  0.51186E-01    2      973    -4    -5     T
      426  0.3128501E+02  0.66542E-01    2      975    -4    -5     T
      427  0.3137439E+02  0.89373E-01    2      977    -4    -5     T
      428  0.3147866E+02  0.10427E+00    2      979    -4    -5     T
      429  0.3160899E+02  0.13034E+00    2      981    -4    -5     T
      430  0.3180450E+02  0.19550E+00    2      983    -4    -5     T
      431  0.3200000E+02  0.19550E+00    2      985    -4    -5     T
      432  0.3225000E+02  0.25000E+00    4      989    -4    -5     T
      433  0.3250000E+02  0.25000E+00    2      991    -4    -5     T
      434  0.3275000E+02  0.25000E+00    2      993    -4    -5     T
      435  0.3300000E+02  0.25000E+00    2      995    -4    -5     T
      436  0.3350000E+02  0.50000E+00    2      997    -4    -5     T
      437  0.3400000E+02  0.50000E+00    2      999    -4    -5     T
      438  0.3450000E+02  0.50000E+00    2     1001    -4    -5     T
      439  0.3500000E+02  0.50000E+00    2     1003    -4    -5     T
      440  0.3600000E+02  0.10000E+01    3     1006    -4    -5     T
      441  0.3700000E+02  0.10000E+01    2     1008    -4    -5     T
      442  0.3800000E+02  0.10000E+01    2     1010    -4    -5     T
      443  0.3900000E+02  0.10000E+01    2     1012    -4    -5     T
      444  0.4000000E+02  0.10000E+01    2     1014    -4    -5     T
      445  0.4100000E+02  0.10000E+01    2     1016    -4    -5     T
      446  0.4200000E+02  0.10000E+01    3     1019    -4    -5     T
      447  0.4300000E+02  0.10000E+01    2     1021    -4    -5     T
      448  0.4400000E+02  0.10000E+01    2     1023    -4    -5     T
      449  0.4500000E+02  0.10000E+01    2     1025    -4    -5     T
      450  0.4600000E+02  0.10000E+01    2     1027    -4    -5     T
      451  0.4700000E+02  0.10000E+01    2     1029    -4    -5     T
      452  0.4800000E+02  0.10000E+01    2     1031    -4    -5     T
      453  0.4900000E+02  0.10000E+01    2     1033    -4    -5     T
      454  0.5000000E+02  0.10000E+01    2     1035    -4    -5     T
      455  0.5100000E+02  0.10000E+01    2     1037    -4    -5     T
      456  0.5200000E+02  0.10000E+01    3     1040    -4    -5     T
      457  0.5300000E+02  0.10000E+01    2     1042    -4    -5     T
      458  0.5400000E+02  0.10000E+01    4     1046    -4    -5     T
      459  0.5500000E+02  0.10000E+01    2     1048    -4    -5     T
      460  0.5600000E+02  0.10000E+01    3     1051    -4    -5     T
      461  0.5700000E+02  0.10000E+01    2     1053    -4    -5     T
      462  0.5700100E+02  0.10000E-02    2     1055    -4    -5     T
      463  0.5700230E+02  0.13000E-02    2     1057    -4    -5     T
      464  0.5700399E+02  0.16900E-02    2     1059    -4    -5     T
      465  0.5700619E+02  0.21970E-02    2     1061    -4    -5     T
      466  0.5700904E+02  0.28561E-02    2     1063    -4    -5     T
      467  0.5701276E+02  0.37129E-02    2     1065    -4    -5     T
      468  0.5701758E+02  0.48268E-02    2     1067    -4    -5     T
      469  0.5702386E+02  0.62749E-02    2     1069    -4    -5     T
      470  0.5703201E+02  0.81573E-02    2     1071    -4    -5     T
      471  0.5704262E+02  0.10604E-01    2     1073    -4    -5     T
      472  0.5705641E+02  0.13786E-01    2     1075    -4    -5     T
      473  0.5707433E+02  0.17922E-01    2     1077    -4    -5     T
      474  0.5709763E+02  0.23298E-01    2     1079    -4    -5     T
      475  0.5712791E+02  0.30287E-01    2     1081    -4    -5     T
      476  0.5716729E+02  0.39374E-01    2     1083    -4    -5     T
      477  0.5721847E+02  0.51186E-01    2     1085    -4    -5     T
      478  0.5728501E+02  0.66542E-01    2     1087    -4    -5     T
      479  0.5737439E+02  0.89373E-01    2     1089    -4    -5     T
      480  0.5747866E+02  0.10427E+00    2     1091    -4    -5     T
      481  0.5760899E+02  0.13034E+00    3     1094    -4    -5     T
      482  0.5780450E+02  0.19550E+00    4     1098    -4    -5     T
      483  0.5800000E+02  0.19550E+00    3     1101    -4    -5     T
      484  0.5800100E+02  0.10000E-02    3     1104    -4    -5     T
      485  0.5800230E+02  0.13000E-02    2     1106    -4    -5     T
      486  0.5800399E+02  0.16900E-02    2     1108    -4    -5     T
      487  0.5800619E+02  0.21970E-02    2     1110    -4    -5     T
      488  0.5800904E+02  0.28561E-02    2     1112    -4    -5     T
      489  0.5801276E+02  0.37129E-02    2     1114    -4    -5     T
      490  0.5801758E+02  0.48268E-02    2     1116    -4    -5     T
      491  0.5802386E+02  0.62749E-02    2     1118    -4    -5     T
      492  0.5803201E+02  0.81573E-02    2     1120    -4    -5     T
      493  0.5804262E+02  0.10604E-01    2     1122    -4    -5     T
      494  0.5805641E+02  0.13786E-01    2     1124    -4    -5     T
      495  0.5807433E+02  0.17922E-01    3     1127    -4    -5     T
      496  0.5809763E+02  0.23298E-01    3     1130    -4    -5     T
      497  0.5812791E+02  0.30287E-01    3     1133    -4    -5     T
      498  0.5816729E+02  0.39374E-01    4     1137    -4    -5     T
      499  0.5820666E+02  0.39374E-01    3     1140    -4    -5     T
      500  0.5825785E+02  0.51186E-01    4     1144    -4    -5     T
      501  0.5830903E+02  0.51186E-01    3     1147    -4    -5     T
      502  0.5837813E+02  0.69097E-01    4     1151    -4    -5     T
      503  0.5844723E+02  0.69097E-01    4     1155    -4    -5     T
      504  0.5851632E+02  0.69097E-01    3     1158    -4    -5     T
      505  0.5859694E+02  0.80613E-01    3     1161    -4    -5     T
      506  0.5869770E+02  0.10077E+00    4     1165    -4    -5     T
      507  0.5879847E+02  0.10077E+00    4     1169    -4    -5     T
      508  0.5889923E+02  0.10077E+00    4     1173    -4    -5     T
      509  0.5900000E+02  0.10077E+00    3     1176    -4    -5     T
      510  0.5900100E+02  0.10000E-02    2     1178    -4    -5     T
      511  0.5900230E+02  0.13000E-02    2     1180    -4    -5     T
      512  0.5900399E+02  0.16900E-02    2     1182    -4    -5     T
      513  0.5900619E+02  0.21970E-02    2     1184    -4    -5     T
      514  0.5900904E+02  0.28561E-02    2     1186    -4    -5     T
      515  0.5901276E+02  0.37129E-02    2     1188    -4    -5     T
      516  0.5901758E+02  0.48268E-02    2     1190    -4    -5     T
      517  0.5902386E+02  0.62749E-02    2     1192    -4    -5     T
      518  0.5903201E+02  0.81573E-02    2     1194    -4    -5     T
      519  0.5904262E+02  0.10604E-01    2     1196    -4    -5     T
      520  0.5905641E+02  0.13786E-01    2     1198    -4    -5     T
      521  0.5907433E+02  0.17922E-01    2     1200    -4    -5     T
      522  0.5909763E+02  0.23298E-01    2     1202    -4    -5     T
      523  0.5912791E+02  0.30287E-01    2     1204    -4    -5     T
      524  0.5916729E+02  0.39374E-01    2     1206    -4    -5     T
      525  0.5921847E+02  0.51186E-01    2     1208    -4    -5     T
      526  0.5928501E+02  0.66542E-01    2     1210    -4    -5     T
      527  0.5937439E+02  0.89373E-01    3     1213    -4    -5     T
      528  0.5947866E+02  0.10427E+00    3     1216    -4    -5     T
      529  0.5960899E+02  0.13034E+00    3     1219    -4    -5     T
      530  0.5980450E+02  0.19550E+00    3     1222    -4    -5     T
      531  0.6000000E+02  0.19550E+00    3     1225    -4    -5     T
      532  0.6000100E+02  0.10000E-02    2     1227    -4    -5     T
      533  0.6000230E+02  0.13000E-02    2     1229    -4    -5     T
      534  0.6000399E+02  0.16900E-02    2     1231    -4    -5     T
      535  0.6000619E+02  0.21970E-02    2     1233    -4    -5     T
      536  0.6000904E+02  0.28561E-02    2     1235    -4    -5     T
      537  0.6001276E+02  0.37129E-02    2     1237    -4    -5     T
      538  0.6001758E+02  0.48268E-02    2     1239    -4    -5     T
      539  0.6002386E+02  0.62749E-02    2     1241    -4    -5     T
      540  0.6003201E+02  0.81573E-02    2     1243    -4    -5     T
      541  0.6004262E+02  0.10604E-01    2     1245    -4    -5     T
      542  0.6005641E+02  0.13786E-01    2     1247    -4    -5     T
      543  0.6007433E+02  0.17922E-01    2     1249    -4    -5     T
      544  0.6009763E+02  0.23298E-01    2     1251    -4    -5     T
      545  0.6012791E+02  0.30287E-01    2     1253    -4    -5     T
      546  0.6016729E+02  0.39374E-01    2     1255    -4    -5     T
      547  0.6021847E+02  0.51186E-01    2     1257    -4    -5     T
      548  0.6028501E+02  0.66542E-01    2     1259    -4    -5     T
      549  0.6037439E+02  0.89373E-01    2     1261    -4    -5     T
      550  0.6047866E+02  0.10427E+00    3     1264    -4    -5     T
      551  0.6060899E+02  0.13034E+00    3     1267    -4    -5     T
      552  0.6080450E+02  0.19550E+00    4     1271    -4    -5     T
      553  0.6100000E+02  0.19550E+00    3     1274    -4    -5     T
      554  0.6100100E+02  0.10000E-02    2     1276    -4    -5     T
      555  0.6100230E+02  0.13000E-02    2     1278    -4    -5     T
      556  0.6100399E+02  0.16900E-02    2     1280    -4    -5     T
      557  0.6100619E+02  0.21970E-02    2     1282    -4    -5     T
      558  0.6100904E+02  0.28561E-02    2     1284    -4    -5     T
      559  0.6101276E+02  0.37129E-02    2     1286    -4    -5     T
      560  0.6101758E+02  0.48268E-02    2     1288    -4    -5     T
      561  0.6102386E+02  0.62749E-02    2     1290    -4    -5     T
      562  0.6103202E+02  0.81573E-02    2     1292    -4    -5     T
      563  0.6104262E+02  0.10604E-01    2     1294    -4    -5     T
      564  0.6105641E+02  0.13786E-01    2     1296    -4    -5     T
      565  0.6107433E+02  0.17922E-01    2     1298    -4    -5     T
      566  0.6109763E+02  0.23298E-01    2     1300    -4    -5     T
      567  0.6112791E+02  0.30287E-01    2     1302    -4    -5     T
      568  0.6116729E+02  0.39374E-01    2     1304    -4    -5     T
      569  0.6121847E+02  0.51186E-01    2     1306    -4    -5     T
      570  0.6128501E+02  0.66542E-01    2     1308    -4    -5     T
      571  0.6137439E+02  0.89373E-01    2     1310    -4    -5     T
      572  0.6147866E+02  0.10427E+00    2     1312    -4    -5     T
      573  0.6160899E+02  0.13034E+00    2     1314    -4    -5     T
      574  0.6180450E+02  0.19550E+00    2     1316    -4    -5     T
      575  0.6200000E+02  0.19550E+00    2     1318    -4    -5     T
      576  0.6200100E+02  0.10000E-02    2     1320    -4    -5     T
      577  0.6200230E+02  0.13000E-02    2     1322    -4    -5     T
      578  0.6200399E+02  0.16900E-02    2     1324    -4    -5     T
      579  0.6200619E+02  0.21970E-02    2     1326    -4    -5     T
      580  0.6200904E+02  0.28561E-02    2     1328    -4    -5     T
      581  0.6201276E+02  0.37129E-02    2     1330    -4    -5     T
      582  0.6201758E+02  0.48268E-02    2     1332    -4    -5     T
      583  0.6202386E+02  0.62749E-02    2     1334    -4    -5     T
      584  0.6203201E+02  0.81573E-02    2     1336    -4    -5     T
      585  0.6204262E+02  0.10604E-01    2     1338    -4    -5     T
      586  0.6205641E+02  0.13786E-01    2     1340    -4    -5     T
      587  0.6207433E+02  0.17922E-01    2     1342    -4    -5     T
      588  0.6209763E+02  0.23298E-01    2     1344    -4    -5     T
      589  0.6212791E+02  0.30287E-01    2     1346    -4    -5     T
      590  0.6216729E+02  0.39374E-01    2     1348    -4    -5     T
      591  0.6221847E+02  0.51186E-01    2     1350    -4    -5     T
      592  0.6228501E+02  0.66542E-01    2     1352    -4    -5     T
      593  0.6237439E+02  0.89373E-01    3     1355    -4    -5     T
      594  0.6247866E+02  0.10427E+00    3     1358    -4    -5     T
      595  0.6260899E+02  0.13034E+00    3     1361    -4    -5     T
      596  0.6280450E+02  0.19550E+00    4     1365    -4    -5     T
      597  0.6300000E+02  0.19550E+00    3     1368    -4    -5     T
      598  0.6300100E+02  0.10000E-02    2     1370    -4    -5     T
      599  0.6300230E+02  0.13000E-02    2     1372    -4    -5     T
      600  0.6300399E+02  0.16900E-02    2     1374    -4    -5     T
      601  0.6300619E+02  0.21970E-02    2     1376    -4    -5     T
      602  0.6300904E+02  0.28561E-02    2     1378    -4    -5     T
      603  0.6301276E+02  0.37129E-02    2     1380    -4    -5     T
      604  0.6301758E+02  0.48268E-02    2     1382    -4    -5     T
      605  0.6302386E+02  0.62749E-02    2     1384    -4    -5     T
      606  0.6303201E+02  0.81573E-02    2     1386    -4    -5     T
      607  0.6304262E+02  0.10604E-01    2     1388    -4    -5     T
      608  0.6305641E+02  0.13786E-01    2     1390    -4    -5     T
      609  0.6307433E+02  0.17922E-01    2     1392    -4    -5     T
      610  0.6309763E+02  0.23298E-01    2     1394    -4    -5     T
      611  0.6312791E+02  0.30287E-01    2     1396    -4    -5     T
      612  0.6316729E+02  0.39374E-01    2     1398    -4    -5     T
      613  0.6321847E+02  0.51186E-01    2     1400    -4    -5     T
      614  0.6328501E+02  0.66542E-01    2     1402    -4    -5     T
      615  0.6337439E+02  0.89373E-01    2     1404    -4    -5     T
      616  0.6347866E+02  0.10427E+00    2     1406    -4    -5     T
      617  0.6360899E+02  0.13034E+00    2     1408    -4    -5     T
      618  0.6380450E+02  0.19550E+00    2     1410    -4    -5     T
      619  0.6400000E+02  0.19550E+00    2     1412    -4    -5     T
      620  0.6400100E+02  0.10000E-02    2     1414    -4    -5     T
      621  0.6400230E+02  0.13000E-02    2     1416    -4    -5     T
      622  0.6400399E+02  0.16900E-02    2     1418    -4    -5     T
      623  0.6400619E+02  0.21970E-02    2     1420    -4    -5     T
      624  0.6400904E+02  0.28561E-02    2     1422    -4    -5     T
      625  0.6401276E+02  0.37129E-02    2     1424    -4    -5     T
      626  0.6401758E+02  0.48268E-02    2     1426    -4    -5     T
      627  0.6402386E+02  0.62749E-02    2     1428    -4    -5     T
      628  0.6403201E+02  0.81573E-02    2     1430    -4    -5     T
      629  0.6404262E+02  0.10604E-01    2     1432    -4    -5     T
      630  0.6405641E+02  0.13786E-01    2     1434    -4    -5     T
      631  0.6407433E+02  0.17922E-01    2     1436    -4    -5     T
      632  0.6409763E+02  0.23298E-01    2     1438    -4    -5     T
      633  0.6412791E+02  0.30287E-01    2     1440    -4    -5     T
      634  0.6416729E+02  0.39374E-01    2     1442    -4    -5     T
      635  0.6421847E+02  0.51186E-01    2     1444    -4    -5     T
      636  0.6428501E+02  0.66542E-01    2     1446    -4    -5     T
      637  0.6437439E+02  0.89373E-01    2     1448    -4    -5     T
      638  0.6447866E+02  0.10427E+00    2     1450    -4    -5     T
      639  0.6460899E+02  0.13034E+00    2     1452    -4    -5     T
      640  0.6480450E+02  0.19550E+00    2     1454    -4    -5     T
      641  0.6500000E+02  0.19550E+00    2     1456    -4    -5     T
      642  0.6525000E+02  0.25000E+00    2     1458    -4    -5     T
      643  0.6562500E+02  0.37500E+00    2     1460    -4    -5     T
      644  0.6600000E+02  0.37500E+00    2     1462    -4    -5     T
      645  0.6650000E+02  0.50000E+00    2     1464    -4    -5     T
      646  0.6700000E+02  0.50000E+00    2     1466    -4    -5     T
      647  0.6750000E+02  0.50000E+00    2     1468    -4    -5     T
      648  0.6800000E+02  0.50000E+00    2     1470    -4    -5     T
      649  0.6900000E+02  0.10000E+01    3     1473    -4    -5     T
      650  0.7000000E+02  0.10000E+01    3     1476    -4    -5     T
      651  0.7100000E+02  0.10000E+01    2     1478    -4    -5     T
      652  0.7200000E+02  0.10000E+01    2     1480    -4    -5     T
      653  0.7300000E+02  0.10000E+01    3     1483    -4    -5     T
      654  0.7400000E+02  0.10000E+01    2     1485    -4    -5     T
      655  0.7500000E+02  0.10000E+01    2     1487    -4    -5     T
      656  0.7600000E+02  0.10000E+01    2     1489    -4    -5     T
      657  0.7600100E+02  0.10000E-02    3     1492    -4    -5     T
      658  0.7600230E+02  0.13000E-02    2     1494    -4    -5     T
      659  0.7600399E+02  0.16900E-02    2     1496    -4    -5     T
      660  0.7600619E+02  0.21970E-02    2     1498    -4    -5     T
      661  0.7600904E+02  0.28561E-02    2     1500    -4    -5     T
      662  0.7601276E+02  0.37129E-02    2     1502    -4    -5     T
      663  0.7601758E+02  0.48268E-02    2     1504    -4    -5     T
      664  0.7602386E+02  0.62749E-02    2     1506    -4    -5     T
      665  0.7603201E+02  0.81573E-02    2     1508    -4    -5     T
      666  0.7604262E+02  0.10604E-01    2     1510    -4    -5     T
      667  0.7605641E+02  0.13786E-01    2     1512    -4    -5     T
      668  0.7607433E+02  0.17922E-01    3     1515    -4    -5     T
      669  0.7609763E+02  0.23298E-01    3     1518    -4    -5     T
      670  0.7612791E+02  0.30287E-01    3     1521    -4    -5     T
      671  0.7616729E+02  0.39374E-01    4     1525    -4    -5     T
      672  0.7620666E+02  0.39374E-01    3     1528    -4    -5     T
      673  0.7625785E+02  0.51186E-01    4     1532    -4    -5     T
      674  0.7630903E+02  0.51186E-01    3     1535    -4    -5     T
      675  0.7637813E+02  0.69097E-01    3     1538    -4    -5     T
      676  0.7646697E+02  0.88839E-01    4     1542    -4    -5     T
      677  0.7655581E+02  0.88839E-01    4     1546    -4    -5     T
      678  0.7664464E+02  0.88839E-01    3     1549    -4    -5     T
      679  0.7676310E+02  0.11845E+00    4     1553    -4    -5     T
      680  0.7688155E+02  0.11845E+00    3     1556    -4    -5     T
      681  0.7700000E+02  0.11845E+00    3     1559    -4    -5     T
      682  0.7700100E+02  0.10000E-02    2     1561    -4    -5     T
      683  0.7700230E+02  0.13000E-02    2     1563    -4    -5     T
      684  0.7700399E+02  0.16900E-02    2     1565    -4    -5     T
      685  0.7700619E+02  0.21970E-02    2     1567    -4    -5     T
      686  0.7700904E+02  0.28561E-02    2     1569    -4    -5     T
      687  0.7701276E+02  0.37129E-02    2     1571    -4    -5     T
      688  0.7701758E+02  0.48268E-02    2     1573    -4    -5     T
      689  0.7702386E+02  0.62749E-02    2     1575    -4    -5     T
      690  0.7703201E+02  0.81573E-02    2     1577    -4    -5     T
      691  0.7704262E+02  0.10604E-01    2     1579    -4    -5     T
      692  0.7705641E+02  0.13786E-01    2     1581    -4    -5     T
      693  0.7707433E+02  0.17922E-01    2     1583    -4    -5     T
      694  0.7709763E+02  0.23298E-01    2     1585    -4    -5     T
      695  0.7712791E+02  0.30287E-01    2     1587    -4    -5     T
      696  0.7716729E+02  0.39374E-01    2     1589    -4    -5     T
      697  0.7721847E+02  0.51186E-01    2     1591    -4    -5     T
      698  0.7728501E+02  0.66542E-01    2     1593    -4    -5     T
      699  0.7737439E+02  0.89373E-01    2     1595    -4    -5     T
      700  0.7747866E+02  0.10427E+00    2     1597    -4    -5     T
      701  0.7760899E+02  0.13034E+00    2     1599    -4    -5     T
      702  0.7780450E+02  0.19550E+00    2     1601    -4    -5     T
      703  0.7800000E+02  0.19550E+00    2     1603    -4    -5     T
      704  0.7825000E+02  0.25000E+00    2     1605    -4    -5     T
      705  0.7862500E+02  0.37500E+00    2     1607    -4    -5     T
      706  0.7900000E+02  0.37500E+00    2     1609    -4    -5     T
      707  0.7950000E+02  0.50000E+00    2     1611    -4    -5     T
      708  0.8000000E+02  0.50000E+00    2     1613    -4    -5     T
      709  0.8000100E+02  0.10000E-02    2     1615    -4    -5     T
      710  0.8000230E+02  0.13000E-02    2     1617    -4    -5     T
      711  0.8000399E+02  0.16900E-02    2     1619    -4    -5     T
      712  0.8000619E+02  0.21970E-02    2     1621    -4    -5     T
      713  0.8000904E+02  0.28561E-02    2     1623    -4    -5     T
      714  0.8001276E+02  0.37129E-02    2     1625    -4    -5     T
      715  0.8001758E+02  0.48268E-02    2     1627    -4    -5     T
      716  0.8002386E+02  0.62749E-02    2     1629    -4    -5     T
      717  0.8003201E+02  0.81573E-02    2     1631    -4    -5     T
      718  0.8004262E+02  0.10604E-01    2     1633    -4    -5     T
      719  0.8005641E+02  0.13786E-01    2     1635    -4    -5     T
      720  0.8007433E+02  0.17922E-01    2     1637    -4    -5     T
      721  0.8009763E+02  0.23298E-01    2     1639    -4    -5     T
      722  0.8012791E+02  0.30287E-01    2     1641    -4    -5     T
      723  0.8016729E+02  0.39374E-01    2     1643    -4    -5     T
      724  0.8021847E+02  0.51186E-01    2     1645    -4    -5     T
      725  0.8028501E+02  0.66542E-01    2     1647    -4    -5     T
      726  0.8037439E+02  0.89373E-01    2     1649    -4    -5     T
      727  0.8047866E+02  0.10427E+00    2     1651    -4    -5     T
      728  0.8060899E+02  0.13034E+00    2     1653    -4    -5     T
      729  0.8080450E+02  0.19550E+00    2     1655    -4    -5     T
      730  0.8100000E+02  0.19550E+00    2     1657    -4    -5     T
      731  0.8100100E+02  0.10000E-02    2     1659    -4    -5     T
      732  0.8100230E+02  0.13000E-02    2     1661    -4    -5     T
      733  0.8100399E+02  0.16900E-02    2     1663    -4    -5     T
      734  0.8100619E+02  0.21970E-02    2     1665    -4    -5     T
      735  0.8100904E+02  0.28561E-02    2     1667    -4    -5     T
      736  0.8101276E+02  0.37129E-02    2     1669    -4    -5     T
      737  0.8101758E+02  0.48268E-02    2     1671    -4    -5     T
      738  0.8102386E+02  0.62749E-02    2     1673    -4    -5     T
      739  0.8103202E+02  0.81573E-02    2     1675    -4    -5     T
      740  0.8104262E+02  0.10604E-01    2     1677    -4    -5     T
      741  0.8105641E+02  0.13786E-01    2     1679    -4    -5     T
      742  0.8107433E+02  0.17922E-01    2     1681    -4    -5     T
      743  0.8109763E+02  0.23298E-01    2     1683    -4    -5     T
      744  0.8112791E+02  0.30287E-01    2     1685    -4    -5     T
      745  0.8116729E+02  0.39374E-01    2     1687    -4    -5     T
      746  0.8121847E+02  0.51186E-01    2     1689    -4    -5     T
      747  0.8128501E+02  0.66542E-01    2     1691    -4    -5     T
      748  0.8137439E+02  0.89373E-01    2     1693    -4    -5     T
      749  0.8147866E+02  0.10427E+00    2     1695    -4    -5     T
      750  0.8160899E+02  0.13034E+00    2     1697    -4    -5     T
      751  0.8180450E+02  0.19550E+00    2     1699    -4    -5     T
      752  0.8200000E+02  0.19550E+00    2     1701    -4    -5     T
      753  0.8225000E+02  0.25000E+00    4     1705    -4    -5     T
      754  0.8250000E+02  0.25000E+00    2     1707    -4    -5     T
      755  0.8275000E+02  0.25000E+00    2     1709    -4    -5     T
      756  0.8300000E+02  0.25000E+00    2     1711    -4    -5     T
      757  0.8350000E+02  0.50000E+00    2     1713    -4    -5     T
      758  0.8400000E+02  0.50000E+00    2     1715    -4    -5     T
      759  0.8400100E+02  0.10000E-02    2     1717    -4    -5     T
      760  0.8400230E+02  0.13000E-02    2     1719    -4    -5     T
      761  0.8400399E+02  0.16900E-02    2     1721    -4    -5     T
      762  0.8400619E+02  0.21970E-02    2     1723    -4    -5     T
      763  0.8400904E+02  0.28561E-02    2     1725    -4    -5     T
      764  0.8401276E+02  0.37129E-02    2     1727    -4    -5     T
      765  0.8401758E+02  0.48268E-02    2     1729    -4    -5     T
      766  0.8402386E+02  0.62749E-02    2     1731    -4    -5     T
      767  0.8403201E+02  0.81573E-02    2     1733    -4    -5     T
      768  0.8404262E+02  0.10604E-01    2     1735    -4    -5     T
      769  0.8405641E+02  0.13786E-01    2     1737    -4    -5     T
      770  0.8407433E+02  0.17922E-01    2     1739    -4    -5     T
      771  0.8409763E+02  0.23298E-01    2     1741    -4    -5     T
      772  0.8412791E+02  0.30287E-01    2     1743    -4    -5     T
      773  0.8416729E+02  0.39374E-01    2     1745    -4    -5     T
      774  0.8421847E+02  0.51186E-01    2     1747    -4    -5     T
      775  0.8428501E+02  0.66542E-01    2     1749    -4    -5     T
      776  0.8437439E+02  0.89373E-01    2     1751    -4    -5     T
      777  0.8447866E+02  0.10427E+00    2     1753    -4    -5     T
      778  0.8460899E+02  0.13034E+00    2     1755    -4    -5     T
      779  0.8480450E+02  0.19550E+00    2     1757    -4    -5     T
      780  0.8500000E+02  0.19550E+00    2     1759    -4    -5     T
      781  0.8525000E+02  0.25000E+00    2     1761    -4    -5     T
      782  0.8562500E+02  0.37500E+00    2     1763    -4    -5     T
      783  0.8600000E+02  0.37500E+00    2     1765    -4    -5     T
      784  0.8650000E+02  0.50000E+00    2     1767    -4    -5     T
      785  0.8700000E+02  0.50000E+00    2     1769    -4    -5     T
      786  0.8750000E+02  0.50000E+00    2     1771    -4    -5     T
      787  0.8800000E+02  0.50000E+00    2     1773    -4    -5     T
      788  0.8900000E+02  0.10000E+01    3     1776    -4    -5     T
      789  0.9000000E+02  0.10000E+01    3     1779    -4    -5     T
      790  0.9100000E+02  0.10000E+01    2     1781    -4    -5     T
      791  0.9100100E+02  0.10000E-02    2     1783    -4    -5     T
      792  0.9100230E+02  0.13000E-02    2     1785    -4    -5     T
      793  0.9100399E+02  0.16900E-02    2     1787    -4    -5     T
      794  0.9100619E+02  0.21970E-02    2     1789    -4    -5     T
      795  0.9100904E+02  0.28561E-02    2     1791    -4    -5     T
      796  0.9101276E+02  0.37129E-02    2     1793    -4    -5     T
      797  0.9101758E+02  0.48268E-02    2     1795    -4    -5     T
      798  0.9102386E+02  0.62749E-02    2     1797    -4    -5     T
      799  0.9103201E+02  0.81573E-02    2     1799    -4    -5     T
      800  0.9104262E+02  0.10604E-01    2     1801    -4    -5     T
      801  0.9105641E+02  0.13786E-01    2     1803    -4    -5     T
      802  0.9107433E+02  0.17922E-01    2     1805    -4    -5     T
      803  0.9109763E+02  0.23298E-01    2     1807    -4    -5     T
      804  0.9112791E+02  0.30287E-01    2     1809    -4    -5     T
      805  0.9116729E+02  0.39374E-01    3     1812    -4    -5     T
      806  0.9121847E+02  0.51186E-01    3     1815    -4    -5     T
      807  0.9128501E+02  0.66542E-01    3     1818    -4    -5     T
      808  0.9137439E+02  0.89373E-01    3     1821    -4    -5     T
      809  0.9147866E+02  0.10427E+00    4     1825    -4    -5     T
      810  0.9158292E+02  0.10427E+00    3     1828    -4    -5     T
      811  0.9172195E+02  0.13903E+00    3     1831    -4    -5     T
      812  0.9200000E+02  0.27805E+00    4     1835    -4    -5     T
      813  0.9220000E+02  0.20000E+00    5     1840    -4    -5     T
      814  0.9240000E+02  0.20000E+00    3     1843    -4    -5     T
      815  0.9270000E+02  0.30000E+00    2     1845    -4    -5     T
      816  0.9300000E+02  0.30000E+00    2     1847    -4    -5     T
      817  0.9333333E+02  0.33333E+00    2     1849    -4    -5     T
      818  0.9366667E+02  0.33333E+00    2     1851    -4    -5     T
      819  0.9400000E+02  0.33333E+00    2     1853    -4    -5     T
      820  0.9450000E+02  0.50000E+00    3     1856    -4    -5     T
      821  0.9500000E+02  0.50000E+00    2     1858    -4    -5     T
      822  0.9600000E+02  0.10000E+01    2     1860    -4    -5     T
      823  0.9700000E+02  0.10000E+01    2     1862    -4    -5     T
      824  0.9800000E+02  0.10000E+01    2     1864    -4    -5     T
      825  0.9900000E+02  0.10000E+01    2     1866    -4    -5     T
      826  0.1000000E+03  0.10000E+01    2     1868    -4    -5     T
      827  0.1010000E+03  0.10000E+01    3     1871    -4    -5     T
      828  0.1020000E+03  0.10000E+01    2     1873    -4    -5     T
      829  0.1030000E+03  0.10000E+01    3     1876    -4    -5     T
      830  0.1040000E+03  0.10000E+01    2     1878    -4    -5     T
      831  0.1050000E+03  0.10000E+01    2     1880    -4    -5     T
      832  0.1060000E+03  0.10000E+01    2     1882    -4    -5     T
      833  0.1060010E+03  0.10000E-02    2     1884    -4    -5     T
      834  0.1060023E+03  0.13000E-02    2     1886    -4    -5     T
      835  0.1060040E+03  0.16900E-02    2     1888    -4    -5     T
      836  0.1060062E+03  0.21970E-02    2     1890    -4    -5     T
      837  0.1060090E+03  0.28561E-02    2     1892    -4    -5     T
      838  0.1060128E+03  0.37129E-02    2     1894    -4    -5     T
      839  0.1060176E+03  0.48268E-02    2     1896    -4    -5     T
      840  0.1060239E+03  0.62749E-02    2     1898    -4    -5     T
      841  0.1060320E+03  0.81573E-02    2     1900    -4    -5     T
      842  0.1060426E+03  0.10604E-01    2     1902    -4    -5     T
      843  0.1060564E+03  0.13786E-01    2     1904    -4    -5     T
      844  0.1060743E+03  0.17922E-01    2     1906    -4    -5     T
