 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:   3. 5.    Time:  12:37: 6
 Units: L = cm   , T = days , M = mg   



                               Node( 10)                                 Node( 26)                                 Node( 51)                                 Node( 85)                                 Node(101)

         time         h        theta    Temp      Conc           h        theta    Temp      Conc           h        theta    Temp      Conc           h        theta    Temp      Conc           h        theta    Temp      Conc     
          0.0010        0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03
          0.0020        0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03
          0.0033        0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03
          0.0050        0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03
          0.0072        0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03
          0.0100        0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03
          0.0138        0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03
          0.0186        0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03
          0.0249        0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03
          0.0330        0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03
          0.0436        0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03
          0.0574        0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03
          0.0753        0.00  0.3500   20.000  0.9999E-04          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03
          0.0948        0.00  0.3500   20.000  0.9998E-04          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03
          0.1143        0.00  0.3500   20.000  0.9993E-04          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03
          0.1338        0.00  0.3500   20.000  0.9983E-04          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03
          0.1533        0.00  0.3500   20.000  0.9965E-04          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03
          0.1728        0.00  0.3500   20.000  0.9937E-04          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03
          0.1922        0.00  0.3500   20.000  0.9896E-04          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03
          0.2117        0.00  0.3500   20.000  0.9840E-04          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03
          0.2312        0.00  0.3500   20.000  0.9769E-04          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03
          0.2507        0.00  0.3500   20.000  0.9682E-04          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03
          0.2702        0.00  0.3500   20.000  0.9579E-04          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03
          0.2897        0.00  0.3500   20.000  0.9461E-04          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03
          0.3092        0.00  0.3500   20.000  0.9329E-04          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03
          0.3286        0.00  0.3500   20.000  0.9185E-04          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03
          0.3481        0.00  0.3500   20.000  0.9030E-04          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03
          0.3676        0.00  0.3500   20.000  0.8866E-04          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03
          0.3871        0.00  0.3500   20.000  0.8694E-04          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03
          0.4066        0.00  0.3500   20.000  0.8516E-04          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03
          0.4261        0.00  0.3500   20.000  0.8332E-04          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03
          0.4456        0.00  0.3500   20.000  0.8145E-04          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03
          0.4650        0.00  0.3500   20.000  0.7956E-04          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03
          0.4845        0.00  0.3500   20.000  0.7765E-04          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03
          0.5040        0.00  0.3500   20.000  0.7574E-04          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03
          0.5235        0.00  0.3500   20.000  0.7383E-04          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03
          0.5430        0.00  0.3500   20.000  0.7192E-04          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03
          0.5625        0.00  0.3500   20.000  0.7004E-04          0.00  0.3500   20.000  0.9999E-04          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03
          0.5820        0.00  0.3500   20.000  0.6817E-04          0.00  0.3500   20.000  0.9999E-04          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03
          0.6014        0.00  0.3500   20.000  0.6633E-04          0.00  0.3500   20.000  0.9999E-04          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03
          0.6209        0.00  0.3500   20.000  0.6452E-04          0.00  0.3500   20.000  0.9998E-04          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03
          0.6404        0.00  0.3500   20.000  0.6274E-04          0.00  0.3500   20.000  0.9997E-04          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03
          0.6599        0.00  0.3500   20.000  0.6100E-04          0.00  0.3500   20.000  0.9997E-04          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03
          0.6794        0.00  0.3500   20.000  0.5929E-04          0.00  0.3500   20.000  0.9995E-04          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03
          0.6989        0.00  0.3500   20.000  0.5762E-04          0.00  0.3500   20.000  0.9994E-04          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03
          0.7184        0.00  0.3500   20.000  0.5599E-04          0.00  0.3500   20.000  0.9992E-04          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03
          0.7378        0.00  0.3500   20.000  0.5440E-04          0.00  0.3500   20.000  0.9990E-04          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03
          0.7573        0.00  0.3500   20.000  0.5284E-04          0.00  0.3500   20.000  0.9987E-04          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03
          0.7768        0.00  0.3500   20.000  0.5133E-04          0.00  0.3500   20.000  0.9983E-04          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03
          0.7963        0.00  0.3500   20.000  0.4986E-04          0.00  0.3500   20.000  0.9979E-04          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03
          0.8158        0.00  0.3500   20.000  0.4843E-04          0.00  0.3500   20.000  0.9974E-04          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03
          0.8353        0.00  0.3500   20.000  0.4704E-04          0.00  0.3500   20.000  0.9969E-04          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03
          0.8547        0.00  0.3500   20.000  0.4568E-04          0.00  0.3500   20.000  0.9962E-04          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03
          0.8742        0.00  0.3500   20.000  0.4437E-04          0.00  0.3500   20.000  0.9954E-04          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03
          0.8937        0.00  0.3500   20.000  0.4309E-04          0.00  0.3500   20.000  0.9946E-04          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03
          0.9132        0.00  0.3500   20.000  0.4186E-04          0.00  0.3500   20.000  0.9936E-04          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03
          0.9327        0.00  0.3500   20.000  0.4066E-04          0.00  0.3500   20.000  0.9924E-04          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03
          0.9522        0.00  0.3500   20.000  0.3949E-04          0.00  0.3500   20.000  0.9912E-04          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03
          0.9717        0.00  0.3500   20.000  0.3836E-04          0.00  0.3500   20.000  0.9898E-04          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03
          0.9911        0.00  0.3500   20.000  0.3727E-04          0.00  0.3500   20.000  0.9882E-04          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03
          1.0106        0.00  0.3500   20.000  0.3621E-04          0.00  0.3500   20.000  0.9864E-04          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03
          1.0301        0.00  0.3500   20.000  0.3518E-04          0.00  0.3500   20.000  0.9845E-04          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03
          1.0496        0.00  0.3500   20.000  0.3418E-04          0.00  0.3500   20.000  0.9825E-04          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03
          1.0691        0.00  0.3500   20.000  0.3321E-04          0.00  0.3500   20.000  0.9802E-04          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03
          1.0886        0.00  0.3500   20.000  0.3228E-04          0.00  0.3500   20.000  0.9777E-04          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03
          1.1081        0.00  0.3500   20.000  0.3137E-04          0.00  0.3500   20.000  0.9751E-04          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03
          1.1275        0.00  0.3500   20.000  0.3049E-04          0.00  0.3500   20.000  0.9723E-04          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03
          1.1470        0.00  0.3500   20.000  0.2964E-04          0.00  0.3500   20.000  0.9692E-04          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03
          1.1665        0.00  0.3500   20.000  0.2882E-04          0.00  0.3500   20.000  0.9660E-04          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03
          1.1860        0.00  0.3500   20.000  0.2802E-04          0.00  0.3500   20.000  0.9625E-04          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03
          1.2055        0.00  0.3500   20.000  0.2724E-04          0.00  0.3500   20.000  0.9589E-04          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03
          1.2250        0.00  0.3500   20.000  0.2650E-04          0.00  0.3500   20.000  0.9550E-04          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03
          1.2445        0.00  0.3500   20.000  0.2577E-04          0.00  0.3500   20.000  0.9510E-04          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03
          1.2639        0.00  0.3500   20.000  0.2506E-04          0.00  0.3500   20.000  0.9467E-04          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03
          1.2834        0.00  0.3500   20.000  0.2438E-04          0.00  0.3500   20.000  0.9422E-04          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03
          1.3029        0.00  0.3500   20.000  0.2372E-04          0.00  0.3500   20.000  0.9376E-04          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03
          1.3224        0.00  0.3500   20.000  0.2308E-04          0.00  0.3500   20.000  0.9327E-04          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03
          1.3419        0.00  0.3500   20.000  0.2246E-04          0.00  0.3500   20.000  0.9276E-04          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03
          1.3614        0.00  0.3500   20.000  0.2186E-04          0.00  0.3500   20.000  0.9224E-04          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03
          1.3809        0.00  0.3500   20.000  0.2128E-04          0.00  0.3500   20.000  0.9170E-04          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03
          1.4003        0.00  0.3500   20.000  0.2071E-04          0.00  0.3500   20.000  0.9114E-04          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03
          1.4198        0.00  0.3500   20.000  0.2016E-04          0.00  0.3500   20.000  0.9056E-04          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03
          1.4393        0.00  0.3500   20.000  0.1963E-04          0.00  0.3500   20.000  0.8996E-04          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03
          1.4588        0.00  0.3500   20.000  0.1912E-04          0.00  0.3500   20.000  0.8935E-04          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03
          1.4783        0.00  0.3500   20.000  0.1862E-04          0.00  0.3500   20.000  0.8872E-04          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03
          1.4978        0.00  0.3500   20.000  0.1814E-04          0.00  0.3500   20.000  0.8808E-04          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03
          1.5173        0.00  0.3500   20.000  0.1767E-04          0.00  0.3500   20.000  0.8742E-04          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03
          1.5367        0.00  0.3500   20.000  0.1721E-04          0.00  0.3500   20.000  0.8675E-04          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03
          1.5562        0.00  0.3500   20.000  0.1677E-04          0.00  0.3500   20.000  0.8607E-04          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03
          1.5757        0.00  0.3500   20.000  0.1634E-04          0.00  0.3500   20.000  0.8537E-04          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03
          1.5952        0.00  0.3500   20.000  0.1593E-04          0.00  0.3500   20.000  0.8466E-04          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03
          1.6147        0.00  0.3500   20.000  0.1552E-04          0.00  0.3500   20.000  0.8394E-04          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03
          1.6342        0.00  0.3500   20.000  0.1513E-04          0.00  0.3500   20.000  0.8321E-04          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03
          1.6537        0.00  0.3500   20.000  0.1475E-04          0.00  0.3500   20.000  0.8247E-04          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03
          1.6731        0.00  0.3500   20.000  0.1438E-04          0.00  0.3500   20.000  0.8172E-04          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03
          1.6926        0.00  0.3500   20.000  0.1402E-04          0.00  0.3500   20.000  0.8097E-04          0.00  0.3500   20.000  0.9999E-04          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03
          1.7121        0.00  0.3500   20.000  0.1368E-04          0.00  0.3500   20.000  0.8020E-04          0.00  0.3500   20.000  0.9999E-04          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03
          1.7316        0.00  0.3500   20.000  0.1334E-04          0.00  0.3500   20.000  0.7943E-04          0.00  0.3500   20.000  0.9999E-04          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03
          1.7511        0.00  0.3500   20.000  0.1301E-04          0.00  0.3500   20.000  0.7866E-04          0.00  0.3500   20.000  0.9999E-04          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03
          1.7706        0.00  0.3500   20.000  0.1269E-04          0.00  0.3500   20.000  0.7787E-04          0.00  0.3500   20.000  0.9999E-04          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03
          1.7901        0.00  0.3500   20.000  0.1238E-04          0.00  0.3500   20.000  0.7708E-04          0.00  0.3500   20.000  0.9999E-04          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03
          1.8095        0.00  0.3500   20.000  0.1208E-04          0.00  0.3500   20.000  0.7629E-04          0.00  0.3500   20.000  0.9998E-04          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03
          1.8290        0.00  0.3500   20.000  0.1179E-04          0.00  0.3500   20.000  0.7550E-04          0.00  0.3500   20.000  0.9998E-04          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03
          1.8485        0.00  0.3500   20.000  0.1151E-04          0.00  0.3500   20.000  0.7470E-04          0.00  0.3500   20.000  0.9998E-04          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03
          1.8680        0.00  0.3500   20.000  0.1123E-04          0.00  0.3500   20.000  0.7390E-04          0.00  0.3500   20.000  0.9998E-04          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03
          1.8875        0.00  0.3500   20.000  0.1097E-04          0.00  0.3500   20.000  0.7309E-04          0.00  0.3500   20.000  0.9997E-04          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03
          1.9070        0.00  0.3500   20.000  0.1071E-04          0.00  0.3500   20.000  0.7229E-04          0.00  0.3500   20.000  0.9997E-04          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03
          1.9265        0.00  0.3500   20.000  0.1045E-04          0.00  0.3500   20.000  0.7148E-04          0.00  0.3500   20.000  0.9996E-04          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03
          1.9459        0.00  0.3500   20.000  0.1021E-04          0.00  0.3500   20.000  0.7068E-04          0.00  0.3500   20.000  0.9996E-04          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03
          1.9654        0.00  0.3500   20.000  0.9969E-05          0.00  0.3500   20.000  0.6987E-04          0.00  0.3500   20.000  0.9995E-04          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03
          1.9849        0.00  0.3500   20.000  0.9737E-05          0.00  0.3500   20.000  0.6906E-04          0.00  0.3500   20.000  0.9994E-04          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03
          2.0044        0.00  0.3500   20.000  0.9511E-05          0.00  0.3500   20.000  0.6826E-04          0.00  0.3500   20.000  0.9993E-04          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03
          2.0239        0.00  0.3500   20.000  0.9291E-05          0.00  0.3500   20.000  0.6746E-04          0.00  0.3500   20.000  0.9992E-04          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03
          2.0434        0.00  0.3500   20.000  0.9077E-05          0.00  0.3500   20.000  0.6666E-04          0.00  0.3500   20.000  0.9991E-04          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03
          2.0629        0.00  0.3500   20.000  0.8869E-05          0.00  0.3500   20.000  0.6586E-04          0.00  0.3500   20.000  0.9990E-04          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03
          2.0823        0.00  0.3500   20.000  0.8667E-05          0.00  0.3500   20.000  0.6506E-04          0.00  0.3500   20.000  0.9989E-04          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03
          2.1018        0.00  0.3500   20.000  0.8470E-05          0.00  0.3500   20.000  0.6427E-04          0.00  0.3500   20.000  0.9988E-04          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03
          2.1213        0.00  0.3500   20.000  0.8279E-05          0.00  0.3500   20.000  0.6348E-04          0.00  0.3500   20.000  0.9986E-04          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03
          2.1408        0.00  0.3500   20.000  0.8092E-05          0.00  0.3500   20.000  0.6269E-04          0.00  0.3500   20.000  0.9985E-04          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03
          2.1603        0.00  0.3500   20.000  0.7911E-05          0.00  0.3500   20.000  0.6191E-04          0.00  0.3500   20.000  0.9983E-04          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03
          2.1798        0.00  0.3500   20.000  0.7734E-05          0.00  0.3500   20.000  0.6113E-04          0.00  0.3500   20.000  0.9981E-04          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03
          2.1993        0.00  0.3500   20.000  0.7562E-05          0.00  0.3500   20.000  0.6036E-04          0.00  0.3500   20.000  0.9978E-04          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03
          2.2187        0.00  0.3500   20.000  0.7395E-05          0.00  0.3500   20.000  0.5959E-04          0.00  0.3500   20.000  0.9976E-04          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03
          2.2382        0.00  0.3500   20.000  0.7232E-05          0.00  0.3500   20.000  0.5883E-04          0.00  0.3500   20.000  0.9973E-04          0.00  0.3500   20.000  0.1000E-03          0.00  0.3500   20.000  0.1000E-03
