 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:   3. 5.    Time:  11:34:41
 Units: L = cm   , T = days , M = ug   



                               Node( 18)                                 Node( 85)                                 Node(101)

         time         h        theta    Temp      Conc           h        theta    Temp      Conc           h        theta    Temp      Conc     
         29.0023      -53.25  0.2974   20.000  0.2295E+01        -38.62  0.3255   20.000  0.3731E+01        -37.77  0.3273   20.000  0.2921E+01
         29.0040      -53.25  0.2974   20.000  0.2295E+01        -38.63  0.3255   20.000  0.3732E+01        -37.77  0.3273   20.000  0.2921E+01
         29.0062      -53.25  0.2974   20.000  0.2294E+01        -38.63  0.3255   20.000  0.3732E+01        -37.78  0.3273   20.000  0.2922E+01
         29.0090      -53.25  0.2974   20.000  0.2294E+01        -38.64  0.3255   20.000  0.3732E+01        -37.79  0.3273   20.000  0.2922E+01
         29.0128      -53.25  0.2974   20.000  0.2294E+01        -38.65  0.3255   20.000  0.3733E+01        -37.80  0.3272   20.000  0.2923E+01
         29.0176      -53.25  0.2974   20.000  0.2294E+01        -38.66  0.3254   20.000  0.3733E+01        -37.81  0.3272   20.000  0.2924E+01
         29.0239      -53.25  0.2974   20.000  0.2293E+01        -38.68  0.3254   20.000  0.3734E+01        -37.83  0.3272   20.000  0.2925E+01
         29.0320      -53.25  0.2974   20.000  0.2293E+01        -38.70  0.3254   20.000  0.3735E+01        -37.85  0.3271   20.000  0.2926E+01
         29.0426      -53.24  0.2974   20.000  0.2292E+01        -38.73  0.3253   20.000  0.3736E+01        -37.87  0.3271   20.000  0.2928E+01
         29.0564      -53.24  0.2974   20.000  0.2291E+01        -38.76  0.3252   20.000  0.3738E+01        -37.91  0.3270   20.000  0.2931E+01
         29.0743      -53.24  0.2974   20.000  0.2290E+01        -38.81  0.3251   20.000  0.3740E+01        -37.95  0.3269   20.000  0.2934E+01
         29.0976      -53.23  0.2974   20.000  0.2289E+01        -38.87  0.3250   20.000  0.3743E+01        -38.01  0.3268   20.000  0.2939E+01
         29.1279      -53.24  0.2974   20.000  0.2287E+01        -38.94  0.3249   20.000  0.3746E+01        -38.09  0.3266   20.000  0.2944E+01
         29.1673      -53.25  0.2974   20.000  0.2285E+01        -39.05  0.3246   20.000  0.3751E+01        -38.19  0.3264   20.000  0.2952E+01
         29.2185      -53.27  0.2974   20.000  0.2282E+01        -39.18  0.3244   20.000  0.3757E+01        -38.32  0.3262   20.000  0.2961E+01
         29.2850      -53.33  0.2973   20.000  0.2279E+01        -39.35  0.3240   20.000  0.3765E+01        -38.48  0.3258   20.000  0.2973E+01
         29.3744      -53.43  0.2971   20.000  0.2274E+01        -39.58  0.3235   20.000  0.3775E+01        -38.71  0.3254   20.000  0.2989E+01
         29.4787      -53.57  0.2969   20.000  0.2269E+01        -39.85  0.3230   20.000  0.3786E+01        -38.97  0.3248   20.000  0.3007E+01
         29.6090      -53.77  0.2966   20.000  0.2263E+01        -40.19  0.3223   20.000  0.3800E+01        -39.29  0.3241   20.000  0.3030E+01
         29.8045      -54.08  0.2960   20.000  0.2255E+01        -40.68  0.3212   20.000  0.3820E+01        -39.78  0.3231   20.000  0.3062E+01
         30.0000      -54.39  0.2955   20.000  0.2246E+01        -41.17  0.3202   20.000  0.3839E+01        -40.26  0.3221   20.000  0.3094E+01
         30.0010      -54.39  0.2955   20.000  0.2246E+01        -41.18  0.3202   20.000  0.3839E+01        -40.26  0.3221   20.000  0.3094E+01
         30.0023      -54.39  0.2955   20.000  0.2246E+01        -41.18  0.3202   20.000  0.3839E+01        -40.26  0.3221   20.000  0.3094E+01
         30.0040      -54.40  0.2955   20.000  0.2246E+01        -41.18  0.3202   20.000  0.3839E+01        -40.27  0.3221   20.000  0.3094E+01
         30.0062      -54.40  0.2955   20.000  0.2246E+01        -41.19  0.3202   20.000  0.3840E+01        -40.27  0.3221   20.000  0.3095E+01
         30.0090      -54.40  0.2955   20.000  0.2246E+01        -41.20  0.3202   20.000  0.3840E+01        -40.28  0.3221   20.000  0.3095E+01
         30.0128      -54.41  0.2955   20.000  0.2245E+01        -41.21  0.3202   20.000  0.3840E+01        -40.29  0.3221   20.000  0.3096E+01
         30.0176      -54.42  0.2955   20.000  0.2245E+01        -41.22  0.3201   20.000  0.3841E+01        -40.30  0.3220   20.000  0.3097E+01
         30.0239      -54.43  0.2954   20.000  0.2245E+01        -41.23  0.3201   20.000  0.3841E+01        -40.32  0.3220   20.000  0.3097E+01
         30.0320      -54.44  0.2954   20.000  0.2245E+01        -41.25  0.3201   20.000  0.3842E+01        -40.34  0.3220   20.000  0.3099E+01
         30.0426      -54.46  0.2954   20.000  0.2244E+01        -41.28  0.3200   20.000  0.3843E+01        -40.36  0.3219   20.000  0.3100E+01
         30.0564      -54.47  0.2954   20.000  0.2243E+01        -41.31  0.3199   20.000  0.3844E+01        -40.40  0.3218   20.000  0.3103E+01
         30.0743      -54.48  0.2953   20.000  0.2242E+01        -41.36  0.3198   20.000  0.3846E+01        -40.44  0.3217   20.000  0.3105E+01
         30.0976      -54.43  0.2954   20.000  0.2241E+01        -41.42  0.3197   20.000  0.3848E+01        -40.50  0.3216   20.000  0.3109E+01
         30.1279      -54.25  0.2957   20.000  0.2237E+01        -41.49  0.3196   20.000  0.3851E+01        -40.57  0.3215   20.000  0.3114E+01
         30.1673      -53.71  0.2966   20.000  0.2230E+01        -41.59  0.3194   20.000  0.3855E+01        -40.67  0.3213   20.000  0.3120E+01
         30.2185      -52.52  0.2986   20.000  0.2217E+01        -41.71  0.3191   20.000  0.3859E+01        -40.79  0.3210   20.000  0.3127E+01
         30.2850      -50.31  0.3024   20.000  0.2192E+01        -41.88  0.3188   20.000  0.3866E+01        -40.95  0.3207   20.000  0.3137E+01
         30.3516      -47.65  0.3068   20.000  0.2161E+01        -42.04  0.3184   20.000  0.3871E+01        -41.11  0.3204   20.000  0.3147E+01
         30.4442      -44.01  0.3143   20.000  0.2108E+01        -42.26  0.3180   20.000  0.3880E+01        -41.33  0.3199   20.000  0.3161E+01
         30.5368      -40.72  0.3212   20.000  0.2056E+01        -42.47  0.3175   20.000  0.3888E+01        -41.55  0.3194   20.000  0.3174E+01
         30.6526      -37.07  0.3290   20.000  0.1988E+01        -42.74  0.3170   20.000  0.3897E+01        -41.82  0.3189   20.000  0.3190E+01
         30.7684      -34.28  0.3359   20.000  0.1924E+01        -43.00  0.3164   20.000  0.3907E+01        -42.09  0.3183   20.000  0.3206E+01
         30.8842      -32.01  0.3415   20.000  0.1864E+01        -43.25  0.3159   20.000  0.3916E+01        -42.35  0.3178   20.000  0.3222E+01
         31.0000      -30.13  0.3462   20.000  0.1807E+01        -43.49  0.3154   20.000  0.3925E+01        -42.60  0.3173   20.000  0.3237E+01
         31.0010      -30.10  0.3462   20.000  0.1806E+01        -43.49  0.3154   20.000  0.3925E+01        -42.60  0.3173   20.000  0.3237E+01
         31.0023      -30.08  0.3463   20.000  0.1806E+01        -43.49  0.3154   20.000  0.3925E+01        -42.60  0.3173   20.000  0.3237E+01
         31.0040      -30.05  0.3463   20.000  0.1805E+01        -43.50  0.3154   20.000  0.3926E+01        -42.61  0.3172   20.000  0.3237E+01
         31.0062      -30.02  0.3464   20.000  0.1804E+01        -43.50  0.3154   20.000  0.3926E+01        -42.61  0.3172   20.000  0.3238E+01
         31.0090      -29.97  0.3465   20.000  0.1802E+01        -43.51  0.3154   20.000  0.3926E+01        -42.62  0.3172   20.000  0.3238E+01
         31.0128      -29.91  0.3467   20.000  0.1800E+01        -43.52  0.3154   20.000  0.3926E+01        -42.63  0.3172   20.000  0.3238E+01
         31.0176      -29.84  0.3469   20.000  0.1798E+01        -43.53  0.3153   20.000  0.3927E+01        -42.64  0.3172   20.000  0.3239E+01
         31.0239      -29.75  0.3471   20.000  0.1795E+01        -43.54  0.3153   20.000  0.3927E+01        -42.65  0.3172   20.000  0.3240E+01
         31.0320      -29.65  0.3474   20.000  0.1791E+01        -43.56  0.3153   20.000  0.3928E+01        -42.67  0.3171   20.000  0.3241E+01
         31.0426      -29.55  0.3477   20.000  0.1787E+01        -43.58  0.3152   20.000  0.3929E+01        -42.69  0.3171   20.000  0.3242E+01
         31.0564      -29.48  0.3479   20.000  0.1781E+01        -43.60  0.3152   20.000  0.3930E+01        -42.72  0.3170   20.000  0.3244E+01
         31.0743      -29.46  0.3479   20.000  0.1775E+01        -43.64  0.3151   20.000  0.3931E+01        -42.76  0.3169   20.000  0.3246E+01
         31.0976      -29.54  0.3477   20.000  0.1769E+01        -43.68  0.3150   20.000  0.3933E+01        -42.81  0.3168   20.000  0.3249E+01
         31.1279      -29.73  0.3472   20.000  0.1762E+01        -43.74  0.3149   20.000  0.3935E+01        -42.88  0.3167   20.000  0.3253E+01
         31.1673      -30.07  0.3463   20.000  0.1753E+01        -43.81  0.3147   20.000  0.3938E+01        -42.96  0.3165   20.000  0.3258E+01
         31.2185      -30.57  0.3451   20.000  0.1744E+01        -43.90  0.3145   20.000  0.3942E+01        -43.06  0.3163   20.000  0.3265E+01
         31.2850      -31.20  0.3435   20.000  0.1734E+01        -44.01  0.3143   20.000  0.3947E+01        -43.20  0.3160   20.000  0.3273E+01
         31.3744      -31.98  0.3416   20.000  0.1721E+01        -44.13  0.3141   20.000  0.3954E+01        -43.37  0.3157   20.000  0.3284E+01
         31.4787      -32.80  0.3395   20.000  0.1707E+01        -44.22  0.3139   20.000  0.3962E+01        -43.54  0.3153   20.000  0.3296E+01
         31.6090      -33.68  0.3373   20.000  0.1692E+01        -44.26  0.3138   20.000  0.3972E+01        -43.73  0.3149   20.000  0.3311E+01
         31.8045      -34.76  0.3347   20.000  0.1670E+01        -44.12  0.3141   20.000  0.3986E+01        -43.89  0.3146   20.000  0.3333E+01
         32.0000      -35.66  0.3324   20.000  0.1650E+01        -43.84  0.3147   20.000  0.4003E+01        -43.91  0.3145   20.000  0.3355E+01
         32.2500      -37.46  0.3280   20.000  0.1635E+01        -43.32  0.3158   20.000  0.4026E+01        -43.75  0.3149   20.000  0.3382E+01
         32.5000      -39.49  0.3238   20.000  0.1625E+01        -42.70  0.3170   20.000  0.4052E+01        -43.36  0.3156   20.000  0.3411E+01
         32.7500      -41.47  0.3196   20.000  0.1619E+01        -42.13  0.3182   20.000  0.4079E+01        -42.91  0.3166   20.000  0.3442E+01
         33.0000      -43.33  0.3157   20.000  0.1614E+01        -41.63  0.3193   20.000  0.4107E+01        -42.41  0.3176   20.000  0.3475E+01
         33.5000      -46.51  0.3090   20.000  0.1608E+01        -41.09  0.3205   20.000  0.4162E+01        -41.64  0.3193   20.000  0.3546E+01
         34.0000      -49.36  0.3039   20.000  0.1602E+01        -40.94  0.3208   20.000  0.4211E+01        -41.22  0.3202   20.000  0.3620E+01
         34.5000      -51.98  0.2995   20.000  0.1599E+01        -41.12  0.3204   20.000  0.4252E+01        -41.14  0.3204   20.000  0.3691E+01
         35.0000      -54.38  0.2955   20.000  0.1597E+01        -41.57  0.3194   20.000  0.4286E+01        -41.37  0.3199   20.000  0.3758E+01
         35.5000      -56.40  0.2921   20.000  0.1595E+01        -42.21  0.3181   20.000  0.4314E+01        -41.83  0.3189   20.000  0.3819E+01
         36.0000      -58.22  0.2890   20.000  0.1594E+01        -42.99  0.3165   20.000  0.4337E+01        -42.46  0.3176   20.000  0.3873E+01
         36.5000      -60.09  0.2860   20.000  0.1594E+01        -43.85  0.3147   20.000  0.4356E+01        -43.20  0.3160   20.000  0.3922E+01
         37.0000      -61.93  0.2836   20.000  0.1592E+01        -44.75  0.3128   20.000  0.4371E+01        -44.02  0.3143   20.000  0.3964E+01
         37.5000      -63.69  0.2813   20.000  0.1593E+01        -45.65  0.3109   20.000  0.4384E+01        -44.87  0.3126   20.000  0.4002E+01
         38.0000      -65.36  0.2791   20.000  0.1593E+01        -46.54  0.3091   20.000  0.4394E+01        -45.72  0.3108   20.000  0.4035E+01
         38.5000      -66.86  0.2771   20.000  0.1593E+01        -47.38  0.3073   20.000  0.4403E+01        -46.55  0.3090   20.000  0.4064E+01
         39.0000      -68.27  0.2753   20.000  0.1593E+01        -48.22  0.3059   20.000  0.4408E+01        -47.33  0.3074   20.000  0.4090E+01
         39.5000      -69.53  0.2736   20.000  0.1593E+01        -49.14  0.3043   20.000  0.4416E+01        -48.21  0.3059   20.000  0.4113E+01
         40.0000      -70.72  0.2720   20.000  0.1593E+01        -50.05  0.3028   20.000  0.4422E+01        -49.10  0.3044   20.000  0.4135E+01
         40.5000      -71.85  0.2706   20.000  0.1593E+01        -50.97  0.3012   20.000  0.4428E+01        -49.99  0.3029   20.000  0.4155E+01
         41.0000      -72.94  0.2691   20.000  0.1593E+01        -51.88  0.2997   20.000  0.4432E+01        -50.87  0.3014   20.000  0.4173E+01
         42.0000      -75.50  0.2658   20.000  0.1597E+01        -53.66  0.2967   20.000  0.4439E+01        -52.60  0.2985   20.000  0.4206E+01
         43.0000      -77.46  0.2638   20.000  0.1595E+01        -55.34  0.2939   20.000  0.4444E+01        -54.27  0.2957   20.000  0.4233E+01
         44.0000      -79.71  0.2616   20.000  0.1596E+01        -56.94  0.2912   20.000  0.4447E+01        -55.85  0.2930   20.000  0.4255E+01
         45.0000      -81.75  0.2595   20.000  0.1598E+01        -58.42  0.2887   20.000  0.4448E+01        -57.33  0.2906   20.000  0.4274E+01
         46.0000      -83.62  0.2577   20.000  0.1599E+01        -59.77  0.2864   20.000  0.4448E+01        -58.70  0.2883   20.000  0.4289E+01
         47.0000      -85.36  0.2559   20.000  0.1600E+01        -61.10  0.2847   20.000  0.4445E+01        -59.92  0.2862   20.000  0.4301E+01
         48.0000      -87.11  0.2542   20.000  0.1601E+01        -62.51  0.2828   20.000  0.4447E+01        -61.39  0.2843   20.000  0.4312E+01
         49.0000      -88.90  0.2524   20.000  0.1604E+01        -63.87  0.2810   20.000  0.4447E+01        -62.73  0.2825   20.000  0.4323E+01
         50.0000      -90.64  0.2507   20.000  0.1606E+01        -65.23  0.2793   20.000  0.4446E+01        -64.07  0.2808   20.000  0.4333E+01
         51.0000      -92.13  0.2492   20.000  0.1608E+01        -66.54  0.2775   20.000  0.4446E+01        -65.37  0.2791   20.000  0.4341E+01
         52.0000      -94.28  0.2471   20.000  0.1613E+01        -67.82  0.2759   20.000  0.4445E+01        -66.63  0.2774   20.000  0.4349E+01
         53.0000      -96.81  0.2449   20.000  0.1612E+01        -69.06  0.2742   20.000  0.4443E+01        -67.85  0.2758   20.000  0.4356E+01
         54.0000      -98.76  0.2435   20.000  0.1606E+01        -70.27  0.2726   20.000  0.4442E+01        -69.05  0.2742   20.000  0.4362E+01
         55.0000     -100.34  0.2423   20.000  0.1602E+01        -71.43  0.2711   20.000  0.4440E+01        -70.20  0.2727   20.000  0.4367E+01
         56.0000     -102.14  0.2410   20.000  0.1600E+01        -72.56  0.2696   20.000  0.4438E+01        -71.32  0.2713   20.000  0.4371E+01
         57.0000     -103.98  0.2397   20.000  0.1598E+01        -73.64  0.2682   20.000  0.4436E+01        -72.39  0.2699   20.000  0.4375E+01
         57.0010     -103.97  0.2397   20.000  0.1598E+01        -73.65  0.2682   20.000  0.4436E+01        -72.39  0.2699   20.000  0.4375E+01
         57.0023     -103.98  0.2397   20.000  0.1598E+01        -73.65  0.2682   20.000  0.4436E+01        -72.39  0.2699   20.000  0.4375E+01
         57.0040     -103.98  0.2396   20.000  0.1598E+01        -73.65  0.2682   20.000  0.4436E+01        -72.40  0.2699   20.000  0.4375E+01
         57.0062     -103.98  0.2396   20.000  0.1598E+01        -73.65  0.2682   20.000  0.4436E+01        -72.40  0.2699   20.000  0.4375E+01
         57.0090     -103.99  0.2396   20.000  0.1598E+01        -73.66  0.2682   20.000  0.4436E+01        -72.40  0.2699   20.000  0.4375E+01
         57.0128     -103.99  0.2396   20.000  0.1598E+01        -73.66  0.2682   20.000  0.4436E+01        -72.41  0.2698   20.000  0.4375E+01
         57.0176     -104.00  0.2396   20.000  0.1598E+01        -73.67  0.2682   20.000  0.4436E+01        -72.41  0.2698   20.000  0.4375E+01
         57.0239     -104.02  0.2396   20.000  0.1598E+01        -73.67  0.2682   20.000  0.4436E+01        -72.42  0.2698   20.000  0.4375E+01
         57.0320     -104.03  0.2396   20.000  0.1598E+01        -73.68  0.2682   20.000  0.4436E+01        -72.43  0.2698   20.000  0.4375E+01
         57.0426     -104.05  0.2396   20.000  0.1598E+01        -73.69  0.2682   20.000  0.4436E+01        -72.44  0.2698   20.000  0.4375E+01
         57.0564     -104.08  0.2396   20.000  0.1598E+01        -73.71  0.2681   20.000  0.4436E+01        -72.45  0.2698   20.000  0.4375E+01
         57.0743     -104.11  0.2396   20.000  0.1598E+01        -73.73  0.2681   20.000  0.4436E+01        -72.47  0.2698   20.000  0.4376E+01
         57.0976     -104.15  0.2395   20.000  0.1598E+01        -73.75  0.2681   20.000  0.4436E+01        -72.50  0.2697   20.000  0.4376E+01
         57.1279     -104.21  0.2395   20.000  0.1598E+01        -73.79  0.2680   20.000  0.4436E+01        -72.53  0.2697   20.000  0.4376E+01
         57.1673     -104.28  0.2394   20.000  0.1598E+01        -73.83  0.2680   20.000  0.4436E+01        -72.57  0.2696   20.000  0.4376E+01
         57.2185     -104.36  0.2394   20.000  0.1598E+01        -73.89  0.2679   20.000  0.4436E+01        -72.63  0.2696   20.000  0.4376E+01
         57.2850     -104.43  0.2393   20.000  0.1597E+01        -73.96  0.2678   20.000  0.4436E+01        -72.70  0.2695   20.000  0.4376E+01
         57.3744     -104.40  0.2393   20.000  0.1597E+01        -74.05  0.2677   20.000  0.4436E+01        -72.79  0.2693   20.000  0.4377E+01
         57.4787     -104.11  0.2395   20.000  0.1596E+01        -74.17  0.2675   20.000  0.4435E+01        -72.90  0.2692   20.000  0.4377E+01
         57.6090     -103.30  0.2401   20.000  0.1594E+01        -74.31  0.2674   20.000  0.4435E+01        -73.04  0.2690   20.000  0.4378E+01
         57.8045     -101.00  0.2418   20.000  0.1586E+01        -74.51  0.2671   20.000  0.4435E+01        -73.24  0.2687   20.000  0.4378E+01
         58.0000      -97.79  0.2442   20.000  0.1576E+01        -74.72  0.2668   20.000  0.4435E+01        -73.45  0.2685   20.000  0.4379E+01
         58.0010      -97.79  0.2442   20.000  0.1576E+01        -74.72  0.2668   20.000  0.4435E+01        -73.45  0.2685   20.000  0.4379E+01
         58.0023      -97.77  0.2442   20.000  0.1576E+01        -74.72  0.2668   20.000  0.4435E+01        -73.45  0.2685   20.000  0.4379E+01
         58.0040      -97.75  0.2442   20.000  0.1576E+01        -74.72  0.2668   20.000  0.4435E+01        -73.45  0.2685   20.000  0.4379E+01
         58.0062      -97.71  0.2443   20.000  0.1575E+01        -74.73  0.2668   20.000  0.4435E+01        -73.45  0.2685   20.000  0.4379E+01
         58.0090      -97.66  0.2443   20.000  0.1575E+01        -74.73  0.2668   20.000  0.4435E+01        -73.46  0.2685   20.000  0.4379E+01
         58.0128      -97.60  0.2443   20.000  0.1575E+01        -74.73  0.2668   20.000  0.4435E+01        -73.46  0.2685   20.000  0.4379E+01
         58.0176      -97.52  0.2444   20.000  0.1575E+01        -74.74  0.2668   20.000  0.4435E+01        -73.47  0.2685   20.000  0.4379E+01
         58.0239      -97.41  0.2445   20.000  0.1575E+01        -74.74  0.2668   20.000  0.4435E+01        -73.47  0.2684   20.000  0.4379E+01
         58.0320      -97.28  0.2446   20.000  0.1574E+01        -74.75  0.2668   20.000  0.4435E+01        -73.48  0.2684   20.000  0.4379E+01
         58.0426      -97.10  0.2447   20.000  0.1574E+01        -74.76  0.2668   20.000  0.4435E+01        -73.49  0.2684   20.000  0.4379E+01
         58.0564      -96.87  0.2449   20.000  0.1573E+01        -74.78  0.2667   20.000  0.4435E+01        -73.51  0.2684   20.000  0.4379E+01
         58.0743      -96.56  0.2451   20.000  0.1572E+01        -74.80  0.2667   20.000  0.4435E+01        -73.52  0.2684   20.000  0.4379E+01
         58.0976      -96.14  0.2454   20.000  0.1570E+01        -74.82  0.2667   20.000  0.4434E+01        -73.55  0.2683   20.000  0.4379E+01
         58.1279      -95.51  0.2459   20.000  0.1568E+01        -74.85  0.2666   20.000  0.4434E+01        -73.58  0.2683   20.000  0.4380E+01
         58.1673      -94.51  0.2469   20.000  0.1564E+01        -74.90  0.2666   20.000  0.4434E+01        -73.62  0.2683   20.000  0.4380E+01
         58.2185      -92.56  0.2488   20.000  0.1555E+01        -74.95  0.2665   20.000  0.4434E+01        -73.67  0.2682   20.000  0.4380E+01
         58.2697      -89.74  0.2516   20.000  0.1542E+01        -75.00  0.2664   20.000  0.4434E+01        -73.73  0.2681   20.000  0.4380E+01
         58.3208      -85.99  0.2553   20.000  0.1525E+01        -75.06  0.2664   20.000  0.4434E+01        -73.78  0.2680   20.000  0.4380E+01
         58.3888      -79.81  0.2615   20.000  0.1497E+01        -75.13  0.2663   20.000  0.4434E+01        -73.85  0.2680   20.000  0.4380E+01
         58.4567      -73.00  0.2691   20.000  0.1463E+01        -75.20  0.2662   20.000  0.4434E+01        -73.92  0.2679   20.000  0.4381E+01
         58.5246      -66.61  0.2775   20.000  0.1429E+01        -75.27  0.2661   20.000  0.4434E+01        -73.99  0.2678   20.000  0.4381E+01
         58.6197      -58.55  0.2885   20.000  0.1384E+01        -75.37  0.2660   20.000  0.4434E+01        -74.09  0.2676   20.000  0.4381E+01
         58.7148      -52.12  0.2993   20.000  0.1341E+01        -75.46  0.2658   20.000  0.4434E+01        -74.18  0.2675   20.000  0.4382E+01
         58.8098      -46.84  0.3084   20.000  0.1303E+01        -75.56  0.2657   20.000  0.4433E+01        -74.28  0.2674   20.000  0.4382E+01
         58.9049      -42.81  0.3169   20.000  0.1265E+01        -75.66  0.2656   20.000  0.4433E+01        -74.37  0.2673   20.000  0.4382E+01
         59.0000      -39.49  0.3238   20.000  0.1232E+01        -75.75  0.2655   20.000  0.4433E+01        -74.47  0.2671   20.000  0.4382E+01
         59.0010      -39.44  0.3238   20.000  0.1231E+01        -75.76  0.2655   20.000  0.4433E+01        -74.47  0.2671   20.000  0.4382E+01
         59.0023      -39.40  0.3239   20.000  0.1231E+01        -75.76  0.2655   20.000  0.4433E+01        -74.47  0.2671   20.000  0.4382E+01
         59.0040      -39.34  0.3240   20.000  0.1230E+01        -75.76  0.2655   20.000  0.4433E+01        -74.47  0.2671   20.000  0.4382E+01
         59.0062      -39.26  0.3242   20.000  0.1229E+01        -75.76  0.2655   20.000  0.4433E+01        -74.48  0.2671   20.000  0.4382E+01
         59.0090      -39.17  0.3244   20.000  0.1228E+01        -75.76  0.2655   20.000  0.4433E+01        -74.48  0.2671   20.000  0.4382E+01
         59.0128      -39.04  0.3247   20.000  0.1227E+01        -75.77  0.2655   20.000  0.4433E+01        -74.48  0.2671   20.000  0.4383E+01
         59.0176      -38.88  0.3250   20.000  0.1225E+01        -75.77  0.2655   20.000  0.4433E+01        -74.49  0.2671   20.000  0.4383E+01
         59.0239      -38.68  0.3254   20.000  0.1222E+01        -75.78  0.2655   20.000  0.4433E+01        -74.49  0.2671   20.000  0.4383E+01
         59.0320      -38.44  0.3259   20.000  0.1219E+01        -75.79  0.2655   20.000  0.4433E+01        -74.50  0.2671   20.000  0.4383E+01
         59.0426      -38.17  0.3265   20.000  0.1216E+01        -75.80  0.2654   20.000  0.4433E+01        -74.51  0.2671   20.000  0.4383E+01
         59.0564      -37.89  0.3271   20.000  0.1212E+01        -75.81  0.2654   20.000  0.4433E+01        -74.53  0.2671   20.000  0.4383E+01
         59.0743      -37.66  0.3276   20.000  0.1208E+01        -75.83  0.2654   20.000  0.4433E+01        -74.54  0.2670   20.000  0.4383E+01
         59.0976      -37.52  0.3279   20.000  0.1203E+01        -75.86  0.2654   20.000  0.4433E+01        -74.57  0.2670   20.000  0.4383E+01
         59.1279      -37.52  0.3279   20.000  0.1198E+01        -75.89  0.2654   20.000  0.4433E+01        -74.60  0.2670   20.000  0.4383E+01
         59.1673      -37.69  0.3275   20.000  0.1193E+01        -75.93  0.2653   20.000  0.4433E+01        -74.64  0.2669   20.000  0.4383E+01
         59.2185      -38.08  0.3267   20.000  0.1187E+01        -75.98  0.2653   20.000  0.4433E+01        -74.69  0.2669   20.000  0.4383E+01
         59.2850      -38.68  0.3254   20.000  0.1181E+01        -76.05  0.2652   20.000  0.4432E+01        -74.75  0.2668   20.000  0.4383E+01
         59.3744      -39.48  0.3237   20.000  0.1174E+01        -76.14  0.2651   20.000  0.4432E+01        -74.84  0.2667   20.000  0.4384E+01
         59.4787      -40.39  0.3218   20.000  0.1167E+01        -76.24  0.2650   20.000  0.4432E+01        -74.95  0.2665   20.000  0.4384E+01
         59.6090      -41.39  0.3197   20.000  0.1159E+01        -76.37  0.2649   20.000  0.4432E+01        -75.07  0.2664   20.000  0.4384E+01
         59.8045      -42.63  0.3172   20.000  0.1148E+01        -76.56  0.2647   20.000  0.4432E+01        -75.26  0.2661   20.000  0.4385E+01
         60.0000      -43.67  0.3150   20.000  0.1138E+01        -76.74  0.2645   20.000  0.4431E+01        -75.45  0.2659   20.000  0.4385E+01
         60.0010      -43.69  0.3150   20.000  0.1138E+01        -76.74  0.2645   20.000  0.4431E+01        -75.45  0.2659   20.000  0.4385E+01
         60.0023      -43.69  0.3150   20.000  0.1138E+01        -76.74  0.2645   20.000  0.4431E+01        -75.45  0.2659   20.000  0.4385E+01
         60.0040      -43.70  0.3150   20.000  0.1138E+01        -76.74  0.2645   20.000  0.4431E+01        -75.45  0.2659   20.000  0.4385E+01
         60.0062      -43.71  0.3149   20.000  0.1138E+01        -76.75  0.2645   20.000  0.4431E+01        -75.46  0.2658   20.000  0.4385E+01
         60.0090      -43.73  0.3149   20.000  0.1137E+01        -76.75  0.2645   20.000  0.4431E+01        -75.46  0.2658   20.000  0.4385E+01
         60.0128      -43.75  0.3149   20.000  0.1137E+01        -76.75  0.2645   20.000  0.4431E+01        -75.46  0.2658   20.000  0.4385E+01
         60.0176      -43.77  0.3148   20.000  0.1137E+01        -76.76  0.2645   20.000  0.4431E+01        -75.47  0.2658   20.000  0.4385E+01
         60.0239      -43.81  0.3148   20.000  0.1137E+01        -76.76  0.2645   20.000  0.4431E+01        -75.47  0.2658   20.000  0.4385E+01
         60.0320      -43.85  0.3147   20.000  0.1136E+01        -76.77  0.2645   20.000  0.4431E+01        -75.48  0.2658   20.000  0.4386E+01
         60.0426      -43.90  0.3146   20.000  0.1136E+01        -76.78  0.2645   20.000  0.4431E+01        -75.49  0.2658   20.000  0.4386E+01
         60.0564      -43.95  0.3145   20.000  0.1135E+01        -76.79  0.2645   20.000  0.4431E+01        -75.50  0.2658   20.000  0.4386E+01
         60.0743      -43.99  0.3144   20.000  0.1134E+01        -76.81  0.2644   20.000  0.4431E+01        -75.52  0.2658   20.000  0.4386E+01
         60.0976      -43.96  0.3144   20.000  0.1132E+01        -76.83  0.2644   20.000  0.4431E+01        -75.54  0.2657   20.000  0.4386E+01
         60.1279      -43.82  0.3147   20.000  0.1129E+01        -76.85  0.2644   20.000  0.4431E+01        -75.57  0.2657   20.000  0.4386E+01
         60.1673      -43.45  0.3155   20.000  0.1125E+01        -76.88  0.2644   20.000  0.4431E+01        -75.61  0.2656   20.000  0.4386E+01
         60.2185      -42.76  0.3169   20.000  0.1117E+01        -76.92  0.2643   20.000  0.4431E+01        -75.67  0.2656   20.000  0.4386E+01
         60.2850      -41.65  0.3192   20.000  0.1106E+01        -76.97  0.2643   20.000  0.4431E+01        -75.75  0.2655   20.000  0.4386E+01
         60.3744      -40.05  0.3225   20.000  0.1089E+01        -77.03  0.2642   20.000  0.4430E+01        -75.85  0.2654   20.000  0.4386E+01
         60.4787      -38.24  0.3263   20.000  0.1068E+01        -77.09  0.2642   20.000  0.4430E+01        -75.96  0.2653   20.000  0.4387E+01
