 ******* Program HYDRUS
 ******* 
 Oefening 2                                                              
 Date:   3. 5.    Time:  10:32:41
 Units: L = cm   , T = hours, M = mmol 


 Time:        0.0000


 Node      Depth      Head Moisture       K          C         Flux        Sink         Kappa   v/KsTop   Temp
           [L]        [L]    [-]        [L/T]      [1/L]      [L/T]        [1/T]         [-]      [-]      [C]

  41   -40.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  42   -41.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  43   -42.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  44   -43.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  45   -44.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  46   -45.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  47   -46.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  48   -47.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  49   -48.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  50   -49.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  51   -50.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  52   -51.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  53   -52.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  54   -53.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  55   -54.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  56   -55.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  57   -56.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  58   -57.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  59   -58.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  60   -59.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  61   -60.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  62   -61.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  63   -62.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  64   -63.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  65   -64.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  66   -65.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  67   -66.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  68   -67.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  69   -68.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  70   -69.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  71   -70.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  72   -71.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  73   -72.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  74   -73.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  75   -74.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  76   -75.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  77   -76.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  78   -77.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  79   -78.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  80   -79.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  81   -80.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
end


 Time:        3.0000


 Node      Depth      Head Moisture       K          C         Flux        Sink         Kappa   v/KsTop   Temp
           [L]        [L]    [-]        [L/T]      [1/L]      [L/T]        [1/T]         [-]      [-]      [C]

   1     0.0000     -13.306 0.3518   0.1740E+01  0.4471E-02 -0.1200E+01  0.0000E+00      -1  -0.186E+00   20.00
   2    -1.0000     -14.018 0.3486   0.1610E+01  0.4553E-02 -0.1186E+01  0.0000E+00      -1  -0.184E+00   20.00
   3    -2.0000     -14.784 0.3452   0.1471E+01  0.4641E-02 -0.1171E+01  0.0000E+00      -1  -0.182E+00   20.00
   4    -3.0000     -15.604 0.3413   0.1363E+01  0.4670E-02 -0.1154E+01  0.0000E+00      -1  -0.179E+00   20.00
   5    -4.0000     -16.479 0.3372   0.1253E+01  0.4695E-02 -0.1135E+01  0.0000E+00      -1  -0.176E+00   20.00
   6    -5.0000     -17.422 0.3327   0.1134E+01  0.4721E-02 -0.1115E+01  0.0000E+00      -1  -0.173E+00   20.00
   7    -6.0000     -18.454 0.3278   0.1004E+01  0.4750E-02 -0.1092E+01  0.0000E+00      -1  -0.170E+00   20.00
   8    -7.0000     -19.588 0.3225   0.9015E+00  0.4723E-02 -0.1067E+01  0.0000E+00      -1  -0.166E+00   20.00
   9    -8.0000     -20.824 0.3167   0.8049E+00  0.4672E-02 -0.1039E+01  0.0000E+00      -1  -0.161E+00   20.00
  10    -9.0000     -22.187 0.3103   0.6983E+00  0.4616E-02 -0.1008E+01  0.0000E+00      -1  -0.157E+00   20.00
  11   -10.0000     -23.738 0.3031   0.5803E+00  0.4547E-02 -0.9738E+00  0.0000E+00      -1  -0.151E+00   20.00
  12   -11.0000     -25.500 0.2955   0.5050E+00  0.4404E-02 -0.9361E+00  0.0000E+00      -1  -0.145E+00   20.00
  13   -12.0000     -27.481 0.2869   0.4202E+00  0.4242E-02 -0.8923E+00  0.0000E+00      -1  -0.139E+00   20.00
  14   -13.0000     -29.828 0.2768   0.3196E+00  0.4050E-02 -0.8442E+00  0.0000E+00      -1  -0.131E+00   20.00
  15   -14.0000     -32.650 0.2664   0.2615E+00  0.3795E-02 -0.7915E+00  0.0000E+00      -1  -0.123E+00   20.00
  16   -15.0000     -36.013 0.2539   0.1922E+00  0.3490E-02 -0.7283E+00  0.0000E+00      -1  -0.113E+00   20.00
  17   -16.0000     -40.239 0.2403   0.1360E+00  0.3141E-02 -0.6550E+00  0.0000E+00      -1  -0.102E+00   20.00
  18   -17.0000     -45.751 0.2240   0.8762E-01  0.2714E-02 -0.5725E+00  0.0000E+00      -1  -0.889E-01   20.00
  19   -18.0000     -53.251 0.2062   0.5333E-01  0.2258E-02 -0.4738E+00  0.0000E+00      -1  -0.736E-01   20.00
  20   -19.0000     -63.722 0.1854   0.2670E-01  0.1751E-02 -0.3581E+00  0.0000E+00      -1  -0.556E-01   20.00
  21   -20.0000     -79.386 0.1624   0.1126E-01  0.1243E-02 -0.2360E+00  0.0000E+00      -1  -0.367E-01   20.00
  22   -21.0000    -101.983 0.1401   0.4202E-02  0.8217E-03 -0.1242E+00  0.0000E+00      -1  -0.193E-01   20.00
  23   -22.0000    -127.131 0.1233   0.1663E-02  0.5548E-03 -0.4797E-01  0.0000E+00      -1  -0.745E-02   20.00
  24   -23.0000    -143.562 0.1154   0.1038E-02  0.4466E-03 -0.1349E-01  0.0000E+00      -1  -0.210E-02   20.00
  25   -24.0000    -148.656 0.1129   0.8432E-03  0.4129E-03 -0.2846E-02  0.0000E+00      -1  -0.442E-03   20.00
  26   -25.0000    -149.751 0.1124   0.8011E-03  0.4056E-03 -0.5317E-03  0.0000E+00      -1  -0.826E-04   20.00
  27   -26.0000    -149.955 0.1123   0.7932E-03  0.4042E-03 -0.9606E-04  0.0000E+00      -1  -0.149E-04   20.00
  28   -27.0000    -149.992 0.1123   0.7918E-03  0.4040E-03 -0.1716E-04  0.0000E+00      -1  -0.266E-05   20.00
  29   -28.0000    -149.999 0.1123   0.7916E-03  0.4039E-03 -0.3062E-05  0.0000E+00      -1  -0.476E-06   20.00
  30   -29.0000    -150.000 0.1123   0.7915E-03  0.4039E-03 -0.5435E-06  0.0000E+00      -1  -0.844E-07   20.00
  31   -30.0000    -150.000 0.1123   0.7915E-03  0.4039E-03 -0.8454E-07  0.0000E+00      -1  -0.131E-07   20.00
  32   -31.0000    -150.000 0.1123   0.7915E-03  0.4039E-03 -0.1812E-07  0.0000E+00      -1  -0.281E-08   20.00
  33   -32.0000    -150.000 0.1123   0.7915E-03  0.4039E-03 -0.6039E-08  0.0000E+00      -1  -0.938E-09   20.00
  34   -33.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  35   -34.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  36   -35.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  37   -36.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  38   -37.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  39   -38.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  40   -39.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  41   -40.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  42   -41.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  43   -42.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  44   -43.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  45   -44.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  46   -45.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  47   -46.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  48   -47.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  49   -48.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  50   -49.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  51   -50.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  52   -51.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  53   -52.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  54   -53.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  55   -54.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  56   -55.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  57   -56.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  58   -57.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  59   -58.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  60   -59.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  61   -60.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  62   -61.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  63   -62.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  64   -63.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  65   -64.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  66   -65.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  67   -66.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  68   -67.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  69   -68.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  70   -69.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  71   -70.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  72   -71.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  73   -72.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  74   -73.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  75   -74.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  76   -75.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  77   -76.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  78   -77.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  79   -78.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  80   -79.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  81   -80.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
end


 Time:        4.0000


 Node      Depth      Head Moisture       K          C         Flux        Sink         Kappa   v/KsTop   Temp
           [L]        [L]    [-]        [L/T]      [1/L]      [L/T]        [1/T]         [-]      [-]      [C]

   1     0.0000     -10.791 0.3627   0.2252E+01  0.4098E-02 -0.1200E+01  0.0000E+00      -1  -0.186E+00   20.00
   2    -1.0000     -11.338 0.3605   0.2121E+01  0.4209E-02 -0.1191E+01  0.0000E+00      -1  -0.185E+00   20.00
   3    -2.0000     -11.915 0.3581   0.1991E+01  0.4312E-02 -0.1180E+01  0.0000E+00      -1  -0.183E+00   20.00
   4    -3.0000     -12.521 0.3553   0.1881E+01  0.4382E-02 -0.1168E+01  0.0000E+00      -1  -0.181E+00   20.00
   5    -4.0000     -13.159 0.3525   0.1765E+01  0.4455E-02 -0.1156E+01  0.0000E+00      -1  -0.180E+00   20.00
   6    -5.0000     -13.834 0.3494   0.1642E+01  0.4533E-02 -0.1143E+01  0.0000E+00      -1  -0.178E+00   20.00
   7    -6.0000     -14.555 0.3462   0.1510E+01  0.4616E-02 -0.1129E+01  0.0000E+00      -1  -0.175E+00   20.00
   8    -7.0000     -15.326 0.3426   0.1397E+01  0.4662E-02 -0.1113E+01  0.0000E+00      -1  -0.173E+00   20.00
   9    -8.0000     -16.147 0.3387   0.1293E+01  0.4686E-02 -0.1095E+01  0.0000E+00      -1  -0.170E+00   20.00
  10    -9.0000     -17.024 0.3346   0.1183E+01  0.4710E-02 -0.1077E+01  0.0000E+00      -1  -0.167E+00   20.00
  11   -10.0000     -17.975 0.3301   0.1063E+01  0.4737E-02 -0.1056E+01  0.0000E+00      -1  -0.164E+00   20.00
  12   -11.0000     -19.016 0.3252   0.9450E+00  0.4747E-02 -0.1034E+01  0.0000E+00      -1  -0.161E+00   20.00
  13   -12.0000     -20.151 0.3199   0.8562E+00  0.4699E-02 -0.1009E+01  0.0000E+00      -1  -0.157E+00   20.00
  14   -13.0000     -21.384 0.3141   0.7597E+00  0.4648E-02 -0.9822E+00  0.0000E+00      -1  -0.153E+00   20.00
  15   -14.0000     -22.755 0.3077   0.6523E+00  0.4591E-02 -0.9518E+00  0.0000E+00      -1  -0.148E+00   20.00
  16   -15.0000     -24.305 0.3007   0.5551E+00  0.4499E-02 -0.9185E+00  0.0000E+00      -1  -0.143E+00   20.00
  17   -16.0000     -26.045 0.2931   0.4805E+00  0.4357E-02 -0.8821E+00  0.0000E+00      -1  -0.137E+00   20.00
  18   -17.0000     -28.014 0.2846   0.3961E+00  0.4196E-02 -0.8401E+00  0.0000E+00      -1  -0.130E+00   20.00
  19   -18.0000     -30.334 0.2750   0.3085E+00  0.4001E-02 -0.7940E+00  0.0000E+00      -1  -0.123E+00   20.00
  20   -19.0000     -33.085 0.2648   0.2517E+00  0.3751E-02 -0.7433E+00  0.0000E+00      -1  -0.115E+00   20.00
  21   -20.0000     -36.371 0.2526   0.1840E+00  0.3454E-02 -0.6844E+00  0.0000E+00      -1  -0.106E+00   20.00
  22   -21.0000     -40.481 0.2396   0.1337E+00  0.3121E-02 -0.6175E+00  0.0000E+00      -1  -0.959E-01   20.00
  23   -22.0000     -45.731 0.2241   0.8797E-01  0.2717E-02 -0.5414E+00  0.0000E+00      -1  -0.841E-01   20.00
  24   -23.0000     -52.707 0.2074   0.5563E-01  0.2296E-02 -0.4504E+00  0.0000E+00      -1  -0.700E-01   20.00
  25   -24.0000     -62.185 0.1878   0.2874E-01  0.1813E-02 -0.3445E+00  0.0000E+00      -1  -0.535E-01   20.00
  26   -25.0000     -76.182 0.1659   0.1258E-01  0.1316E-02 -0.2337E+00  0.0000E+00      -1  -0.363E-01   20.00
  27   -26.0000     -96.589 0.1440   0.4886E-02  0.8887E-03 -0.1307E+00  0.0000E+00      -1  -0.203E-01   20.00
  28   -27.0000    -121.182 0.1262   0.1885E-02  0.5933E-03 -0.5632E-01  0.0000E+00      -1  -0.875E-02   20.00
  29   -28.0000    -140.528 0.1168   0.1152E-02  0.4663E-03 -0.1835E-01  0.0000E+00      -1  -0.285E-02   20.00
  30   -29.0000    -147.740 0.1134   0.8789E-03  0.4191E-03 -0.4422E-02  0.0000E+00      -1  -0.687E-03   20.00
  31   -30.0000    -149.541 0.1125   0.8098E-03  0.4071E-03 -0.9091E-03  0.0000E+00      -1  -0.141E-03   20.00
  32   -31.0000    -149.912 0.1123   0.7951E-03  0.4045E-03 -0.1771E-03  0.0000E+00      -1  -0.275E-04   20.00
  33   -32.0000    -149.983 0.1123   0.7922E-03  0.4040E-03 -0.3382E-04  0.0000E+00      -1  -0.525E-05   20.00
  34   -33.0000    -149.997 0.1123   0.7916E-03  0.4039E-03 -0.6392E-05  0.0000E+00      -1  -0.993E-06   20.00
  35   -34.0000    -149.999 0.1123   0.7915E-03  0.4039E-03 -0.1214E-05  0.0000E+00      -1  -0.189E-06   20.00
  36   -35.0000    -150.000 0.1123   0.7915E-03  0.4039E-03 -0.2355E-06  0.0000E+00      -1  -0.366E-07   20.00
  37   -36.0000    -150.000 0.1123   0.7915E-03  0.4039E-03 -0.4227E-07  0.0000E+00      -1  -0.657E-08   20.00
  38   -37.0000    -150.000 0.1123   0.7915E-03  0.4039E-03 -0.6039E-08  0.0000E+00      -1  -0.938E-09   20.00
  39   -38.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  40   -39.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  41   -40.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  42   -41.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  43   -42.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  44   -43.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  45   -44.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  46   -45.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  47   -46.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  48   -47.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  49   -48.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  50   -49.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  51   -50.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  52   -51.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  53   -52.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  54   -53.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  55   -54.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  56   -55.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  57   -56.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  58   -57.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  59   -58.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  60   -59.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  61   -60.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  62   -61.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  63   -62.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  64   -63.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  65   -64.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  66   -65.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  67   -66.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  68   -67.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  69   -68.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  70   -69.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  71   -70.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  72   -71.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  73   -72.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  74   -73.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  75   -74.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  76   -75.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  77   -76.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  78   -77.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  79   -78.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  80   -79.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  81   -80.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
end


 Time:        5.0000


 Node      Depth      Head Moisture       K          C         Flux        Sink         Kappa   v/KsTop   Temp
           [L]        [L]    [-]        [L/T]      [1/L]      [L/T]        [1/T]         [-]      [-]      [C]

   1     0.0000      -8.846 0.3703   0.2746E+01  0.3666E-02 -0.1200E+01  0.0000E+00      -1  -0.186E+00   20.00
   2    -1.0000      -9.293 0.3688   0.2615E+01  0.3791E-02 -0.1193E+01  0.0000E+00      -1  -0.185E+00   20.00
