 ******* Program HYDRUS
 ******* 
 Oefening 2                                                              
 Date:   3. 5.    Time:  10:32:41
 Units: L = cm   , T = hours, M = mmol 


 Time:        0.0000


 Node      Depth      Head Moisture       K          C         Flux        Sink         Kappa   v/KsTop   Temp
           [L]        [L]    [-]        [L/T]      [1/L]      [L/T]        [1/T]         [-]      [-]      [C]

  46   -45.0000    -149.631 0.1125   0.8058E-03  0.4064E-03 -0.6291E-03  0.0000E+00      -1  -0.977E-04   20.00
  47   -46.0000    -149.918 0.1123   0.7947E-03  0.4045E-03 -0.1401E-03  0.0000E+00      -1  -0.218E-04   20.00
  48   -47.0000    -149.982 0.1123   0.7922E-03  0.4040E-03 -0.3095E-04  0.0000E+00      -1  -0.481E-05   20.00
  49   -48.0000    -149.996 0.1123   0.7917E-03  0.4039E-03 -0.6833E-05  0.0000E+00      -1  -0.106E-05   20.00
  50   -49.0000    -149.999 0.1123   0.7915E-03  0.4039E-03 -0.1516E-05  0.0000E+00      -1  -0.235E-06   20.00
  51   -50.0000    -150.000 0.1123   0.7915E-03  0.4039E-03 -0.3321E-06  0.0000E+00      -1  -0.516E-07   20.00
  52   -51.0000    -150.000 0.1123   0.7915E-03  0.4039E-03 -0.7247E-07  0.0000E+00      -1  -0.113E-07   20.00
  53   -52.0000    -150.000 0.1123   0.7915E-03  0.4039E-03 -0.1208E-07  0.0000E+00      -1  -0.188E-08   20.00
  54   -53.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  55   -54.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  56   -55.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  57   -56.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  58   -57.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  59   -58.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  60   -59.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  61   -60.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  62   -61.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  63   -62.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  64   -63.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  65   -64.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  66   -65.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  67   -66.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  68   -67.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  69   -68.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  70   -69.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  71   -70.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  72   -71.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  73   -72.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  74   -73.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  75   -74.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  76   -75.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  77   -76.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  78   -77.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  79   -78.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  80   -79.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  81   -80.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
end


 Time:        8.0000


 Node      Depth      Head Moisture       K          C         Flux        Sink         Kappa   v/KsTop   Temp
           [L]        [L]    [-]        [L/T]      [1/L]      [L/T]        [1/T]         [-]      [-]      [C]

   1     0.0000      -4.603 0.3832   0.4181E+01  0.2244E-02 -0.1200E+01  0.0000E+00      -1  -0.186E+00   20.00
   2    -1.0000      -4.894 0.3825   0.4068E+01  0.2359E-02 -0.1197E+01  0.0000E+00      -1  -0.186E+00   20.00
   3    -2.0000      -5.192 0.3818   0.3954E+01  0.2475E-02 -0.1194E+01  0.0000E+00      -1  -0.185E+00   20.00
   4    -3.0000      -5.498 0.3810   0.3837E+01  0.2594E-02 -0.1191E+01  0.0000E+00      -1  -0.185E+00   20.00
   5    -4.0000      -5.813 0.3802   0.3716E+01  0.2717E-02 -0.1187E+01  0.0000E+00      -1  -0.184E+00   20.00
   6    -5.0000      -6.137 0.3793   0.3604E+01  0.2830E-02 -0.1183E+01  0.0000E+00      -1  -0.184E+00   20.00
   7    -6.0000      -6.470 0.3783   0.3490E+01  0.2944E-02 -0.1179E+01  0.0000E+00      -1  -0.183E+00   20.00
   8    -7.0000      -6.813 0.3772   0.3372E+01  0.3061E-02 -0.1175E+01  0.0000E+00      -1  -0.183E+00   20.00
   9    -8.0000      -7.168 0.3762   0.3251E+01  0.3183E-02 -0.1171E+01  0.0000E+00      -1  -0.182E+00   20.00
  10    -9.0000      -7.534 0.3750   0.3132E+01  0.3299E-02 -0.1166E+01  0.0000E+00      -1  -0.181E+00   20.00
  11   -10.0000      -7.912 0.3737   0.3021E+01  0.3405E-02 -0.1160E+01  0.0000E+00      -1  -0.180E+00   20.00
  12   -11.0000      -8.302 0.3723   0.2906E+01  0.3514E-02 -0.1154E+01  0.0000E+00      -1  -0.179E+00   20.00
  13   -12.0000      -8.706 0.3708   0.2787E+01  0.3627E-02 -0.1148E+01  0.0000E+00      -1  -0.178E+00   20.00
  14   -13.0000      -9.126 0.3693   0.2664E+01  0.3744E-02 -0.1142E+01  0.0000E+00      -1  -0.177E+00   20.00
  15   -14.0000      -9.563 0.3677   0.2548E+01  0.3848E-02 -0.1135E+01  0.0000E+00      -1  -0.176E+00   20.00
  16   -15.0000     -10.017 0.3658   0.2439E+01  0.3940E-02 -0.1127E+01  0.0000E+00      -1  -0.175E+00   20.00
  17   -16.0000     -10.488 0.3639   0.2326E+01  0.4035E-02 -0.1119E+01  0.0000E+00      -1  -0.174E+00   20.00
  18   -17.0000     -10.980 0.3619   0.2208E+01  0.4135E-02 -0.1110E+01  0.0000E+00      -1  -0.172E+00   20.00
  19   -18.0000     -11.495 0.3598   0.2085E+01  0.4239E-02 -0.1101E+01  0.0000E+00      -1  -0.171E+00   20.00
  20   -19.0000     -12.035 0.3575   0.1971E+01  0.4325E-02 -0.1091E+01  0.0000E+00      -1  -0.169E+00   20.00
  21   -20.0000     -12.601 0.3550   0.1868E+01  0.4390E-02 -0.1080E+01  0.0000E+00      -1  -0.168E+00   20.00
  22   -21.0000     -13.193 0.3523   0.1760E+01  0.4458E-02 -0.1068E+01  0.0000E+00      -1  -0.166E+00   20.00
  23   -22.0000     -13.817 0.3495   0.1646E+01  0.4530E-02 -0.1056E+01  0.0000E+00      -1  -0.164E+00   20.00
  24   -23.0000     -14.480 0.3465   0.1526E+01  0.4606E-02 -0.1043E+01  0.0000E+00      -1  -0.162E+00   20.00
  25   -24.0000     -15.184 0.3433   0.1416E+01  0.4658E-02 -0.1029E+01  0.0000E+00      -1  -0.160E+00   20.00
  26   -25.0000     -15.930 0.3398   0.1322E+01  0.4679E-02 -0.1013E+01  0.0000E+00      -1  -0.157E+00   20.00
  27   -26.0000     -16.721 0.3360   0.1222E+01  0.4702E-02 -0.9969E+00  0.0000E+00      -1  -0.155E+00   20.00
  28   -27.0000     -17.566 0.3320   0.1116E+01  0.4725E-02 -0.9791E+00  0.0000E+00      -1  -0.152E+00   20.00
  29   -28.0000     -18.483 0.3277   0.9999E+00  0.4751E-02 -0.9598E+00  0.0000E+00      -1  -0.149E+00   20.00
  30   -29.0000     -19.478 0.3230   0.9099E+00  0.4728E-02 -0.9390E+00  0.0000E+00      -1  -0.146E+00   20.00
  31   -30.0000     -20.547 0.3180   0.8264E+00  0.4684E-02 -0.9166E+00  0.0000E+00      -1  -0.142E+00   20.00
  32   -31.0000     -21.706 0.3126   0.7358E+00  0.4635E-02 -0.8920E+00  0.0000E+00      -1  -0.139E+00   20.00
  33   -32.0000     -22.988 0.3066   0.6356E+00  0.4582E-02 -0.8649E+00  0.0000E+00      -1  -0.134E+00   20.00
  34   -33.0000     -24.422 0.3002   0.5510E+00  0.4491E-02 -0.8356E+00  0.0000E+00      -1  -0.130E+00   20.00
  35   -34.0000     -26.009 0.2933   0.4831E+00  0.4362E-02 -0.8038E+00  0.0000E+00      -1  -0.125E+00   20.00
  36   -35.0000     -27.776 0.2857   0.4074E+00  0.4217E-02 -0.7677E+00  0.0000E+00      -1  -0.119E+00   20.00
  37   -36.0000     -29.835 0.2768   0.3195E+00  0.4049E-02 -0.7290E+00  0.0000E+00      -1  -0.113E+00   20.00
  38   -37.0000     -32.244 0.2679   0.2699E+00  0.3831E-02 -0.6877E+00  0.0000E+00      -1  -0.107E+00   20.00
  39   -38.0000     -35.000 0.2577   0.2131E+00  0.3582E-02 -0.6389E+00  0.0000E+00      -1  -0.992E-01   20.00
  40   -39.0000     -38.347 0.2459   0.1527E+00  0.3288E-02 -0.5852E+00  0.0000E+00      -1  -0.909E-01   20.00
  41   -40.0000     -42.500 0.2336   0.1162E+00  0.2966E-02 -0.5249E+00  0.0000E+00      -1  -0.815E-01   20.00
  42   -41.0000     -47.728 0.2184   0.7185E-01  0.2567E-02 -0.4588E+00  0.0000E+00      -1  -0.713E-01   20.00
  43   -42.0000     -54.841 0.2026   0.4796E-01  0.2168E-02 -0.3847E+00  0.0000E+00      -1  -0.598E-01   20.00
  44   -43.0000     -64.095 0.1848   0.2623E-01  0.1736E-02 -0.2967E+00  0.0000E+00      -1  -0.461E-01   20.00
  45   -44.0000     -77.130 0.1649   0.1212E-01  0.1291E-02 -0.2040E+00  0.0000E+00      -1  -0.317E-01   20.00
  46   -45.0000     -95.619 0.1448   0.4976E-02  0.8975E-03 -0.1198E+00  0.0000E+00      -1  -0.186E-01   20.00
  47   -46.0000    -118.295 0.1282   0.2217E-02  0.6274E-03 -0.5733E-01  0.0000E+00      -1  -0.890E-02   20.00
  48   -47.0000    -137.209 0.1185   0.1283E-02  0.4891E-03 -0.2157E-01  0.0000E+00      -1  -0.335E-02   20.00
  49   -48.0000    -146.257 0.1141   0.9357E-03  0.4289E-03 -0.6265E-02  0.0000E+00      -1  -0.973E-03   20.00
  50   -49.0000    -149.086 0.1127   0.8268E-03  0.4100E-03 -0.1533E-02  0.0000E+00      -1  -0.238E-03   20.00
  51   -50.0000    -149.791 0.1124   0.7996E-03  0.4053E-03 -0.3514E-03  0.0000E+00      -1  -0.546E-04   20.00
  52   -51.0000    -149.953 0.1123   0.7933E-03  0.4042E-03 -0.7896E-04  0.0000E+00      -1  -0.123E-04   20.00
  53   -52.0000    -149.990 0.1123   0.7919E-03  0.4040E-03 -0.1762E-04  0.0000E+00      -1  -0.274E-05   20.00
  54   -53.0000    -149.998 0.1123   0.7916E-03  0.4039E-03 -0.3932E-05  0.0000E+00      -1  -0.611E-06   20.00
  55   -54.0000    -149.999 0.1123   0.7915E-03  0.4039E-03 -0.8817E-06  0.0000E+00      -1  -0.137E-06   20.00
  56   -55.0000    -150.000 0.1123   0.7915E-03  0.4039E-03 -0.1932E-06  0.0000E+00      -1  -0.300E-07   20.00
  57   -56.0000    -150.000 0.1123   0.7915E-03  0.4039E-03 -0.4227E-07  0.0000E+00      -1  -0.657E-08   20.00
  58   -57.0000    -150.000 0.1123   0.7915E-03  0.4039E-03 -0.6039E-08  0.0000E+00      -1  -0.938E-09   20.00
  59   -58.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  60   -59.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  61   -60.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  62   -61.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  63   -62.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  64   -63.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  65   -64.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  66   -65.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  67   -66.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  68   -67.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  69   -68.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  70   -69.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  71   -70.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  72   -71.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  73   -72.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  74   -73.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  75   -74.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  76   -75.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  77   -76.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  78   -77.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  79   -78.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  80   -79.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  81   -80.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
end


 Time:        9.0000


 Node      Depth      Head Moisture       K          C         Flux        Sink         Kappa   v/KsTop   Temp
           [L]        [L]    [-]        [L/T]      [1/L]      [L/T]        [1/T]         [-]      [-]      [C]

   1     0.0000      -3.498 0.3854   0.4646E+01  0.1769E-02 -0.1200E+01  0.0000E+00      -1  -0.186E+00   20.00
   2    -1.0000      -3.760 0.3850   0.4532E+01  0.1885E-02 -0.1198E+01  0.0000E+00      -1  -0.186E+00   20.00
   3    -2.0000      -4.027 0.3844   0.4421E+01  0.1999E-02 -0.1196E+01  0.0000E+00      -1  -0.186E+00   20.00
   4    -3.0000      -4.301 0.3838   0.4307E+01  0.2115E-02 -0.1193E+01  0.0000E+00      -1  -0.185E+00   20.00
   5    -4.0000      -4.581 0.3833   0.4190E+01  0.2235E-02 -0.1191E+01  0.0000E+00      -1  -0.185E+00   20.00
   6    -5.0000      -4.869 0.3826   0.4078E+01  0.2349E-02 -0.1188E+01  0.0000E+00      -1  -0.185E+00   20.00
   7    -6.0000      -5.164 0.3818   0.3965E+01  0.2464E-02 -0.1185E+01  0.0000E+00      -1  -0.184E+00   20.00
   8    -7.0000      -5.467 0.3811   0.3849E+01  0.2582E-02 -0.1182E+01  0.0000E+00      -1  -0.184E+00   20.00
   9    -8.0000      -5.779 0.3803   0.3729E+01  0.2704E-02 -0.1178E+01  0.0000E+00      -1  -0.183E+00   20.00
  10    -9.0000      -6.099 0.3794   0.3616E+01  0.2817E-02 -0.1174E+01  0.0000E+00      -1  -0.182E+00   20.00
  11   -10.0000      -6.428 0.3784   0.3504E+01  0.2930E-02 -0.1170E+01  0.0000E+00      -1  -0.182E+00   20.00
  12   -11.0000      -6.767 0.3774   0.3388E+01  0.3046E-02 -0.1166E+01  0.0000E+00      -1  -0.181E+00   20.00
  13   -12.0000      -7.117 0.3763   0.3268E+01  0.3165E-02 -0.1162E+01  0.0000E+00      -1  -0.180E+00   20.00
  14   -13.0000      -7.478 0.3752   0.3149E+01  0.3284E-02 -0.1157E+01  0.0000E+00      -1  -0.180E+00   20.00
  15   -14.0000      -7.851 0.3739   0.3039E+01  0.3388E-02 -0.1151E+01  0.0000E+00      -1  -0.179E+00   20.00
  16   -15.0000      -8.236 0.3725   0.2926E+01  0.3496E-02 -0.1145E+01  0.0000E+00      -1  -0.178E+00   20.00
  17   -16.0000      -8.635 0.3711   0.2808E+01  0.3607E-02 -0.1139E+01  0.0000E+00      -1  -0.177E+00   20.00
  18   -17.0000      -9.049 0.3696   0.2687E+01  0.3723E-02 -0.1133E+01  0.0000E+00      -1  -0.176E+00   20.00
  19   -18.0000      -9.479 0.3680   0.2568E+01  0.3831E-02 -0.1126E+01  0.0000E+00      -1  -0.175E+00   20.00
  20   -19.0000      -9.925 0.3662   0.2461E+01  0.3921E-02 -0.1118E+01  0.0000E+00      -1  -0.174E+00   20.00
  21   -20.0000     -10.388 0.3643   0.2350E+01  0.4015E-02 -0.1110E+01  0.0000E+00      -1  -0.172E+00   20.00
  22   -21.0000     -10.871 0.3624   0.2235E+01  0.4113E-02 -0.1102E+01  0.0000E+00      -1  -0.171E+00   20.00
  23   -22.0000     -11.376 0.3603   0.2113E+01  0.4215E-02 -0.1093E+01  0.0000E+00      -1  -0.170E+00   20.00
  24   -23.0000     -11.906 0.3581   0.1994E+01  0.4310E-02 -0.1083E+01  0.0000E+00      -1  -0.168E+00   20.00
  25   -24.0000     -12.460 0.3556   0.1893E+01  0.4374E-02 -0.1073E+01  0.0000E+00      -1  -0.167E+00   20.00
  26   -25.0000     -13.040 0.3530   0.1788E+01  0.4441E-02 -0.1061E+01  0.0000E+00      -1  -0.165E+00   20.00
  27   -26.0000     -13.650 0.3503   0.1677E+01  0.4511E-02 -0.1050E+01  0.0000E+00      -1  -0.163E+00   20.00
  28   -27.0000     -14.295 0.3474   0.1559E+01  0.4585E-02 -0.1037E+01  0.0000E+00      -1  -0.161E+00   20.00
  29   -28.0000     -14.981 0.3442   0.1442E+01  0.4652E-02 -0.1023E+01  0.0000E+00      -1  -0.159E+00   20.00
  30   -29.0000     -15.709 0.3408   0.1350E+01  0.4673E-02 -0.1008E+01  0.0000E+00      -1  -0.157E+00   20.00
  31   -30.0000     -16.478 0.3372   0.1253E+01  0.4695E-02 -0.9922E+00  0.0000E+00      -1  -0.154E+00   20.00
  32   -31.0000     -17.297 0.3333   0.1150E+01  0.4718E-02 -0.9752E+00  0.0000E+00      -1  -0.151E+00   20.00
  33   -32.0000     -18.181 0.3291   0.1038E+01  0.4743E-02 -0.9568E+00  0.0000E+00      -1  -0.149E+00   20.00
  34   -33.0000     -19.140 0.3246   0.9364E+00  0.4742E-02 -0.9368E+00  0.0000E+00      -1  -0.146E+00   20.00
  35   -34.0000     -20.174 0.3198   0.8557E+00  0.4699E-02 -0.9153E+00  0.0000E+00      -1  -0.142E+00   20.00
  36   -35.0000     -21.287 0.3145   0.7687E+00  0.4653E-02 -0.8920E+00  0.0000E+00      -1  -0.139E+00   20.00
  37   -36.0000     -22.507 0.3088   0.6734E+00  0.4602E-02 -0.8662E+00  0.0000E+00      -1  -0.135E+00   20.00
  38   -37.0000     -23.874 0.3025   0.5746E+00  0.4537E-02 -0.8385E+00  0.0000E+00      -1  -0.130E+00   20.00
  39   -38.0000     -25.395 0.2960   0.5096E+00  0.4412E-02 -0.8091E+00  0.0000E+00      -1  -0.126E+00   20.00
  40   -39.0000     -27.070 0.2887   0.4380E+00  0.4276E-02 -0.7762E+00  0.0000E+00      -1  -0.121E+00   20.00
  41   -40.0000     -28.981 0.2805   0.3562E+00  0.4120E-02 -0.7394E+00  0.0000E+00      -1  -0.115E+00   20.00
  42   -41.0000     -31.204 0.2717   0.2915E+00  0.3926E-02 -0.6997E+00  0.0000E+00      -1  -0.109E+00   20.00
  43   -42.0000     -33.766 0.2623   0.2388E+00  0.3695E-02 -0.6552E+00  0.0000E+00      -1  -0.102E+00   20.00
  44   -43.0000     -36.809 0.2510   0.1761E+00  0.3419E-02 -0.6055E+00  0.0000E+00      -1  -0.940E-01   20.00
  45   -44.0000     -40.556 0.2393   0.1334E+00  0.3118E-02 -0.5509E+00  0.0000E+00      -1  -0.856E-01   20.00
  46   -45.0000     -45.168 0.2257   0.9292E-01  0.2761E-02 -0.4880E+00  0.0000E+00      -1  -0.758E-01   20.00
  47   -46.0000     -51.084 0.2109   0.6063E-01  0.2379E-02 -0.4154E+00  0.0000E+00      -1  -0.645E-01   20.00
  48   -47.0000     -59.066 0.1932   0.3372E-01  0.1930E-02 -0.3374E+00  0.0000E+00      -1  -0.524E-01   20.00
  49   -48.0000     -70.469 0.1747   0.1857E-01  0.1502E-02 -0.2552E+00  0.0000E+00      -1  -0.396E-01   20.00
  50   -49.0000     -86.078 0.1552   0.8612E-02  0.1098E-02 -0.1692E+00  0.0000E+00      -1  -0.263E-01   20.00
  51   -50.0000    -106.689 0.1367   0.3630E-02  0.7658E-03 -0.9111E-01  0.0000E+00      -1  -0.142E-01   20.00
  52   -51.0000    -127.981 0.1229   0.1635E-02  0.5500E-03 -0.3790E-01  0.0000E+00      -1  -0.589E-02   20.00
  53   -52.0000    -142.527 0.1159   0.1079E-02  0.4538E-03 -0.1254E-01  0.0000E+00      -1  -0.195E-02   20.00
  54   -53.0000    -148.018 0.1133   0.8681E-03  0.4172E-03 -0.3309E-02  0.0000E+00      -1  -0.514E-03   20.00
  55   -54.0000    -149.533 0.1125   0.8096E-03  0.4070E-03 -0.7803E-03  0.0000E+00      -1  -0.121E-03   20.00
  56   -55.0000    -149.894 0.1123   0.7956E-03  0.4046E-03 -0.1776E-03  0.0000E+00      -1  -0.276E-04   20.00
  57   -56.0000    -149.976 0.1123   0.7924E-03  0.4041E-03 -0.4001E-04  0.0000E+00      -1  -0.621E-05   20.00
  58   -57.0000    -149.995 0.1123   0.7917E-03  0.4039E-03 -0.8985E-05  0.0000E+00      -1  -0.140E-05   20.00
  59   -58.0000    -149.999 0.1123   0.7916E-03  0.4039E-03 -0.2011E-05  0.0000E+00      -1  -0.312E-06   20.00
  60   -59.0000    -150.000 0.1123   0.7915E-03  0.4039E-03 -0.4529E-06  0.0000E+00      -1  -0.703E-07   20.00
  61   -60.0000    -150.000 0.1123   0.7915E-03  0.4039E-03 -0.1087E-06  0.0000E+00      -1  -0.169E-07   20.00
  62   -61.0000    -150.000 0.1123   0.7915E-03  0.4039E-03 -0.2415E-07  0.0000E+00      -1  -0.375E-08   20.00
  63   -62.0000    -150.000 0.1123   0.7915E-03  0.4039E-03 -0.6039E-08  0.0000E+00      -1  -0.938E-09   20.00
  64   -63.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  65   -64.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  66   -65.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  67   -66.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  68   -67.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  69   -68.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  70   -69.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  71   -70.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  72   -71.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  73   -72.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  74   -73.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  75   -74.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  76   -75.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  77   -76.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  78   -77.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  79   -78.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  80   -79.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  81   -80.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
end


 Time:       10.0000


 Node      Depth      Head Moisture       K          C         Flux        Sink         Kappa   v/KsTop   Temp
           [L]        [L]    [-]        [L/T]      [1/L]      [L/T]        [1/T]         [-]      [-]      [C]

   1     0.0000      -2.490 0.3870   0.5105E+01  0.1304E-02 -0.1200E+01  0.0000E+00      -1  -0.186E+00   20.00
   2    -1.0000      -2.727 0.3867   0.4994E+01  0.1416E-02 -0.1199E+01  0.0000E+00      -1  -0.186E+00   20.00
   3    -2.0000      -2.970 0.3863   0.4882E+01  0.1530E-02 -0.1197E+01  0.0000E+00      -1  -0.186E+00   20.00
   4    -3.0000      -3.218 0.3859   0.4771E+01  0.1642E-02 -0.1195E+01  0.0000E+00      -1  -0.186E+00   20.00
   5    -4.0000      -3.471 0.3855   0.4659E+01  0.1757E-02 -0.1194E+01  0.0000E+00      -1  -0.185E+00   20.00
